"10502る 2474 Θ             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/02/01","8,525,995","2,165,321,735","257.00","258.50","250.50","252.00","-7.00","6,111",
"105/02/02","9,479,237","2,323,396,565","251.00","251.00","242.50","242.50","-9.50","6,639",
"105/02/03","6,944,261","1,668,102,502","243.00","245.50","237.00","237.50","-5.00","4,987",
"105/02/15","12,165,276","2,817,463,032","229.00","235.00","228.00","232.00","-5.50","6,274",
"105/02/16","10,507,033","2,589,473,750","238.00","252.00","237.00","250.50","+18.50","6,791",
"105/02/17","6,357,110","1,574,869,332","250.00","251.00","245.00","247.00","-3.50","4,371",
"105/02/18","8,227,968","2,097,363,616","254.00","259.00","252.00","252.00","+5.00","5,256",
"105/02/19","4,329,429","1,085,768,037","250.50","254.00","247.00","253.00","+1.00","3,220",
"105/02/22","4,228,022","1,073,441,066","254.00","258.00","251.00","252.50","-0.50","3,056",
"105/02/23","5,141,125","1,281,049,875","253.00","254.50","247.00","247.00","-5.50","3,243",
"105/02/24","4,914,030","1,210,711,500","246.50","251.50","242.50","250.00","+3.00","3,318",
"105/02/25","4,444,884","1,125,642,268","253.50","256.00","251.00","251.50","+1.50","3,187",
"105/02/26","9,045,768","2,351,863,680","261.50","263.50","257.00","260.00","+8.50","6,202",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

