"10204る 2317 翬             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"102/04/01","11,213,834","929,466,322","83.30","83.30","82.70","82.80","-0.50","5,399",
"102/04/02","14,784,574","1,231,458,409","83.30","83.50","82.80","83.10","+0.30","6,849",
"102/04/03","16,366,062","1,358,826,654","83.30","83.40","82.80","83.10"," 0.00","7,210",
"102/04/08","48,114,394","3,896,972,714","81.50","81.50","80.70","80.80","-2.30","20,583",
"102/04/09","24,630,939","1,988,558,848","80.90","81.20","80.50","80.50","-0.30","11,493",
"102/04/10","22,651,694","1,828,207,927","80.90","81.20","80.50","80.60","+0.10","8,832",
"102/04/11","33,809,717","2,716,568,193","80.40","80.90","79.80","80.50","-0.10","15,739",
"102/04/12","76,774,610","6,095,114,790","80.20","80.50","78.50","78.60","-1.90","35,976",
"102/04/15","79,900,921","6,188,513,587","78.50","78.60","76.30","77.10","-1.50","36,618",
"102/04/16","71,759,727","5,469,759,750","76.10","77.10","75.50","77.00","-0.10","28,350",
"102/04/17","40,939,168","3,185,366,402","77.40","78.30","77.40","77.70","+0.70","17,759",
"102/04/18","45,482,579","3,481,584,754","76.20","77.00","75.60","76.70","-1.00","20,634",
"102/04/19","48,406,658","3,752,697,324","76.50","78.50","76.50","77.60","+0.90","23,095",
"102/04/22","23,582,827","1,811,742,301","77.60","77.60","76.70","76.90","-0.70","12,446",
"102/04/23","36,916,351","2,815,677,635","76.60","76.80","76.00","76.20","-0.70","18,375",
"102/04/24","32,487,420","2,517,346,527","76.70","78.10","76.60","78.10","+1.90","15,587",
"102/04/25","23,202,024","1,795,716,662","78.00","78.00","77.00","77.40","-0.70","10,640",
"102/04/26","69,682,746","5,333,745,982","77.00","77.10","76.00","76.20","-1.20","29,718",
"102/04/29","48,336,312","3,669,265,673","76.40","76.70","75.50","75.50","-0.70","22,444",
"102/04/30","51,469,726","3,930,301,775","76.00","76.90","76.00","76.20","+0.70","18,313",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

