"10001る 2360 璓璟             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"100/01/03","1,006,997","89,109,023","86.90","90.00","86.90","89.90","+2.80","658",
"100/01/04","994,570","88,620,541","91.00","91.00","88.50","88.50","-1.40","781",
"100/01/05","642,953","56,969,243","89.00","89.50","88.10","88.40","-0.10","354",
"100/01/06","421,697","37,485,670","88.80","89.30","88.00","89.20","+0.80","277",
"100/01/07","796,555","71,408,901","89.80","90.40","88.80","89.20"," 0.00","491",
"100/01/10","887,736","77,739,675","89.00","89.00","86.50","88.00","-1.20","435",
"100/01/11","457,273","40,239,386","88.10","88.40","87.10","88.00"," 0.00","338",
"100/01/12","1,511,432","136,202,225","88.60","91.50","88.60","88.90","+0.90","877",
"100/01/13","873,469","77,978,378","90.00","90.40","88.90","89.10","+0.20","486",
"100/01/14","544,295","48,474,155","89.00","89.60","88.70","89.00","-0.10","307",
"100/01/17","738,754","64,970,798","89.00","89.50","87.40","87.40","-1.60","353",
"100/01/18","954,473","83,602,799","87.40","88.70","87.20","87.40"," 0.00","515",
"100/01/19","813,146","72,211,614","87.50","89.80","87.50","89.00","+1.60","580",
"100/01/20","612,410","54,565,104","89.00","89.40","88.50","89.30","+0.30","393",
"100/01/21","721,948","64,142,197","89.10","89.60","88.20","89.00","-0.30","469",
"100/01/24","2,080,887","188,882,630","89.40","92.10","89.30","90.00","+1.00","1,244",
"100/01/25","743,669","67,044,910","90.60","90.80","90.00","90.10","+0.10","453",
"100/01/26","412,245","37,153,025","90.50","90.50","90.00","90.00","-0.10","322",
"100/01/27","361,297","32,560,780","90.00","90.90","90.00","90.00"," 0.00","304",
"100/01/28","491,260","44,316,167","90.00","90.70","90.00","90.00"," 0.00","351",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

