"10212る 2014 い翬             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"102/12/02","725,396","5,914,278","8.17","8.19","8.13","8.16","-0.05","256",
"102/12/03","1,044,421","8,475,083","8.16","8.16","8.10","8.10","-0.06","305",
"102/12/04","666,538","5,416,707","8.10","8.20","8.10","8.15","+0.05","226",
"102/12/05","684,503","5,548,265","8.15","8.18","8.08","8.10","-0.05","246",
"102/12/06","890,638","7,222,804","8.09","8.19","8.04","8.13","+0.03","286",
"102/12/09","769,419","6,225,077","8.15","8.15","8.05","8.10","-0.03","368",
"102/12/10","1,086,439","8,768,233","8.10","8.13","8.05","8.06","-0.04","399",
"102/12/11","1,525,646","12,267,868","8.05","8.10","8.01","8.06"," 0.00","561",
"102/12/12","567,737","4,571,056","8.10","8.10","8.02","8.06"," 0.00","154",
"102/12/13","921,169","7,460,026","8.06","8.14","8.05","8.14","+0.08","346",
"102/12/16","570,306","4,629,844","8.15","8.15","8.10","8.12","-0.02","201",
"102/12/17","4,157,595","34,829,404","8.12","8.50","8.12","8.35","+0.23","1,242",
"102/12/18","3,061,101","25,766,346","8.46","8.46","8.39","8.41","+0.06","798",
"102/12/19","2,168,038","18,127,587","8.42","8.44","8.31","8.33","-0.08","581",
"102/12/20","1,026,981","8,584,318","8.44","8.44","8.33","8.35","+0.02","311",
"102/12/23","1,232,984","10,251,417","8.35","8.39","8.27","8.30","-0.05","388",
"102/12/24","1,744,485","14,425,974","8.30","8.32","8.25","8.26","-0.04","406",
"102/12/25","1,023,100","8,466,514","8.30","8.30","8.26","8.29","+0.03","301",
"102/12/26","7,193,360","60,912,606","8.33","8.54","8.33","8.49","+0.20","1,631",
"102/12/27","5,918,995","50,359,756","8.50","8.55","8.45","8.53","+0.04","1,429",
"102/12/30","3,456,853","29,775,030","8.60","8.65","8.58","8.60","+0.07","1,098",
"102/12/31","2,604,519","22,359,141","8.70","8.70","8.52","8.56","-0.04","703",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

