"10404る 2328 約             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/04/01","389,715","7,103,761","18.30","18.35","18.20","18.20","-0.20","457",
"104/04/02","2,008,353","37,153,785","18.20","18.80","18.15","18.60","+0.40","1,053",
"104/04/07","482,187","8,898,348","18.55","18.60","18.40","18.45","-0.15","771",
"104/04/08","2,131,146","39,838,034","18.50","18.85","18.35","18.75","+0.30","845",
"104/04/09","604,446","11,230,030","18.80","18.80","18.40","18.45","-0.30","537",
"104/04/10","536,396","9,875,934","18.40","18.60","18.30","18.40","-0.05","455",
"104/04/13","839,344","15,656,105","18.70","18.75","18.55","18.70","+0.30","871",
"104/04/14","1,074,343","20,191,626","18.80","18.90","18.65","18.75","+0.05","629",
"104/04/15","1,024,087","18,967,475","18.80","18.85","18.35","18.35","-0.40","524",
"104/04/16","772,273","14,182,776","18.40","18.50","18.25","18.45","+0.10","441",
"104/04/17","640,241","11,712,346","18.30","18.40","18.25","18.40","-0.05","292",
"104/04/20","413,042","7,515,097","18.35","18.35","18.05","18.30","-0.10","273",
"104/04/21","521,676","9,471,218","18.30","18.40","18.00","18.00","-0.30","285",
"104/04/22","405,786","7,351,611","18.05","18.25","18.00","18.10","+0.10","245",
"104/04/23","1,701,662","31,498,667","18.20","18.60","18.15","18.50","+0.40","758",
"104/04/24","816,941","15,159,004","18.50","18.70","18.40","18.40","-0.10","570",
"104/04/27","901,283","16,625,188","18.60","18.60","18.30","18.30","-0.10","530",
"104/04/28","685,814","12,659,908","18.40","18.60","18.30","18.50","+0.20","444",
"104/04/29","784,822","14,545,095","18.50","18.65","18.35","18.60","+0.10","570",
"104/04/30","1,404,116","26,352,698","18.70","18.90","18.65","18.70","+0.10","696",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

