"10102る 2377 稬琍             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"101/02/01","6,110,484","79,423,902","12.55","13.30","12.55","13.05","+0.50","1,608",
"101/02/02","4,014,643","52,648,725","13.15","13.25","12.95","13.15","+0.10","910",
"101/02/03","2,928,397","38,625,733","13.30","13.30","13.10","13.20","+0.05","872",
"101/02/04","5,425,144","71,229,049","13.25","13.30","12.95","12.95","-0.25","986",
"101/02/06","3,915,067","50,055,080","12.95","12.95","12.60","12.60","-0.35","1,172",
"101/02/07","3,140,485","39,795,623","12.65","12.80","12.60","12.60"," 0.00","715",
"101/02/08","8,046,532","102,110,156","12.75","12.85","12.60","12.75","+0.15","1,400",
"101/02/09","7,208,885","93,136,045","12.80","13.05","12.65","12.95","+0.20","1,780",
"101/02/10","6,024,862","78,672,159","13.10","13.25","12.90","12.95"," 0.00","1,490",
"101/02/13","7,787,760","99,816,557","12.90","13.00","12.60","12.85","-0.10","1,552",
"101/02/14","9,459,296","119,111,404","12.90","12.90","12.50","12.50","-0.35","1,897",
"101/02/15","10,391,159","131,160,068","12.65","12.80","12.50","12.60","+0.10","2,097",
"101/02/16","40,882,255","543,510,529","12.70","13.45","12.65","13.45","+0.85","6,444",
"101/02/17","26,762,165","375,326,547","14.00","14.35","13.70","13.95","+0.50","6,189",
"101/02/20","10,619,245","148,168,563","14.00","14.30","13.75","13.85","-0.10","2,649",
"101/02/21","5,896,999","80,702,523","13.85","13.95","13.55","13.75","-0.10","1,529",
"101/02/22","6,247,948","86,941,659","13.70","14.10","13.70","13.95","+0.20","1,678",
"101/02/23","4,849,991","66,798,466","13.95","13.95","13.65","13.75","-0.20","1,033",
"101/02/24","3,968,084","54,442,431","13.80","13.85","13.65","13.75"," 0.00","782",
"101/02/29","4,382,153","60,594,268","13.75","14.00","13.70","13.70","-0.05","1,006",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

