"10411る 6456 GIS-KY           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/11/02","1,816,434","247,006,524","133.50","138.00","132.50","136.50","+3.00","1,189",
"104/11/03","1,396,071","191,265,656","137.50","138.00","136.00","137.00","+0.50","906",
"104/11/04","2,583,951","359,835,787","138.00","142.00","136.50","137.00"," 0.00","1,678",
"104/11/05","1,937,625","266,613,375","137.00","140.00","133.00","139.00","+2.00","1,316",
"104/11/06","4,888,308","688,582,850","144.00","145.00","137.00","137.00","-2.00","3,159",
"104/11/09","2,995,538","396,743,244","137.00","137.50","129.50","130.50","-6.50","2,145",
"104/11/10","4,363,000","589,246,498","133.00","139.00","130.50","133.50","+3.00","2,987",
"104/11/11","2,394,838","315,991,278","134.00","134.50","130.50","131.00","-2.50","1,739",
"104/11/12","2,063,730","268,789,090","132.50","133.00","127.00","133.00","+2.00","1,382",
"104/11/13","3,473,962","467,947,313","135.00","136.50","133.00","136.50","+3.50","2,134",
"104/11/16","1,521,275","205,684,125","134.00","136.50","133.50","135.00","-1.50","1,124",
"104/11/17","3,043,290","419,278,230","137.00","139.50","135.50","138.00","+3.00","1,949",
"104/11/18","2,908,675","404,342,650","139.00","140.00","137.50","138.00"," 0.00","1,772",
"104/11/19","9,489,136","1,389,941,689","141.00","151.00","141.00","149.00","+11.00","5,226",
"104/11/20","4,038,528","607,530,878","151.00","154.00","147.50","147.50","-1.50","2,876",
"104/11/23","2,060,188","304,986,852","150.00","150.50","146.00","146.50","-1.00","1,383",
"104/11/24","2,307,200","342,263,500","148.00","150.00","146.00","147.50","+1.00","1,547",
"104/11/25","3,085,184","438,479,628","148.00","148.00","140.00","141.50","-6.00","2,266",
"104/11/26","1,913,442","272,777,706","143.50","145.00","140.00","144.00","+2.50","1,304",
"104/11/27","2,111,664","297,428,124","145.00","145.00","139.50","141.00","-3.00","1,335",
"104/11/30","2,892,587","396,008,419","140.00","140.00","134.50","137.00","-4.00","1,474",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

