"10308る 2881 碔ü           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"103/08/01","23,430,689","1,090,985,169","46.55","47.00","46.25","46.40","-1.10","5,879",
"103/08/04","15,337,294","706,971,234","45.80","46.55","45.80","46.40"," 0.00","4,418",
"103/08/05","35,622,957","1,608,555,466","46.40","46.40","44.55","44.55","-1.85","8,975",
"103/08/06","20,054,160","899,977,493","44.50","45.40","44.10","45.25","+0.70","6,048",
"103/08/07","9,199,957","417,569,266","45.55","45.55","45.10","45.55","+0.30","2,947",
"103/08/08","11,094,944","502,919,669","45.55","45.60","45.10","45.45","-0.10","3,124",
"103/08/11","13,798,854","640,785,278","46.50","46.90","46.20","46.40","+0.95","4,292",
"103/08/12","12,561,778","582,186,221","46.40","46.75","46.10","46.35","-0.05","4,426",
"103/08/13","21,808,630","1,015,278,678","46.50","47.00","46.10","46.70","+0.35","5,508",
"103/08/14","15,468,095","730,091,482","47.00","47.55","46.70","47.45","+0.75","5,273",
"103/08/15","9,458,428","442,532,958","47.40","47.40","46.60","46.80","-0.65","2,790",
"103/08/18","16,386,338","754,944,898","46.55","46.65","45.75","46.00","-0.80","4,979",
"103/08/19","14,647,657","681,898,784","46.20","46.80","46.20","46.60","+0.60","5,046",
"103/08/20","28,171,277","1,353,290,701","47.15","48.50","47.00","48.50","+1.90","8,988",
"103/08/21","17,894,255","867,294,671","48.40","48.75","48.05","48.50"," 0.00","5,772",
"103/08/22","35,449,281","1,746,058,207","48.70","49.70","48.55","49.00","+0.50","11,022",
"103/08/25","17,406,441","853,041,903","49.70","49.70","48.60","48.75","-0.25","6,056",
"103/08/26","15,940,505","774,099,905","48.80","49.00","48.10","48.60","-0.15","5,340",
"103/08/27","27,132,308","1,340,455,698","49.00","49.70","48.90","49.55","+0.95","9,091",
"103/08/28","15,322,102","757,895,124","49.80","49.80","49.15","49.60","+0.05","5,622",
"103/08/29","14,442,967","707,318,602","49.15","49.30","48.80","48.80","-0.80","4,744",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

