"10102る 2475 地琈             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"101/02/01","45,626,063","67,248,269","1.45","1.53","1.41","1.52","+0.08","2,912",
"101/02/02","58,653,968","93,915,269","1.53","1.62","1.53","1.62","+0.10","3,426",
"101/02/03","72,575,297","124,176,275","1.69","1.73","1.65","1.73","+0.11","3,754",
"101/02/04","68,697,769","125,832,107","1.80","1.85","1.77","1.85","+0.12","3,913",
"101/02/06","75,940,954","134,215,515","1.84","1.84","1.73","1.73","-0.12","4,958",
"101/02/07","33,963,430","59,129,293","1.70","1.77","1.69","1.75","+0.02","2,251",
"101/02/08","61,952,073","114,288,255","1.78","1.87","1.77","1.87","+0.12","3,681",
"101/02/09","69,625,608","133,196,298","1.89","1.98","1.83","1.94","+0.07","4,486",
"101/02/10","73,108,347","146,213,364","1.98","2.05","1.95","2.00","+0.06","4,588",
"101/02/13","39,015,032","82,565,837","2.02","2.14","2.02","2.14","+0.14","2,668",
"101/02/14","17,239,149","39,305,156","2.28","2.28","2.28","2.28","+0.14","1,462",
"101/02/15","13,629,039","33,118,486","2.43","2.43","2.43","2.43","+0.15","1,189",
"101/02/16","174,117,393","434,087,101","2.60","2.60","2.30","2.36","-0.07","12,944",
"101/02/17","101,613,725","233,814,541","2.40","2.50","2.20","2.21","-0.15","7,190",
"101/02/20","66,770,610","149,022,690","2.21","2.29","2.15","2.27","+0.06","4,295",
"101/02/21","51,450,497","111,897,124","2.26","2.27","2.12","2.15","-0.12","3,710",
"101/02/22","51,046,257","109,354,799","2.03","2.24","2.03","2.16","+0.01","3,994",
"101/02/23","27,842,249","59,907,774","2.12","2.20","2.10","2.13","-0.03","2,265",
"101/02/24","63,143,895","140,376,360","2.15","2.27","2.15","2.27","+0.14","4,717",
"101/02/29","49,071,452","111,534,977","2.37","2.37","2.20","2.23","-0.04","4,040",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

