"10108る 9907 参龟           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"101/08/01","5,805,977","104,380,026","18.00","18.10","17.90","17.95","-0.15","1,555",
"101/08/03","5,788,579","103,277,172","17.85","18.10","17.70","18.10","+0.15","1,953",
"101/08/06","8,789,799","161,250,791","18.35","18.55","18.15","18.20","+0.10","2,741",
"101/08/07","3,523,953","63,797,404","18.25","18.30","18.00","18.10","-0.10","1,428",
"101/08/08","13,144,748","235,463,627","18.15","18.30","17.45","17.60","-0.50","3,245",
"101/08/09","6,408,272","112,949,329","17.60","17.75","17.50","17.70","+0.10","1,899",
"101/08/10","3,921,356","68,864,178","17.70","17.75","17.45","17.60","-0.10","1,342",
"101/08/13","5,343,882","92,744,340","17.60","17.60","17.15","17.30","-0.30","1,461",
"101/08/14","6,195,557","108,000,906","17.20","17.65","17.20","17.65","+0.35","1,809",
"101/08/15","3,766,026","65,887,197","17.65","17.70","17.40","17.50","-0.15","1,441",
"101/08/16","4,898,041","85,410,549","17.50","17.50","17.35","17.50"," 0.00","1,823",
"101/08/17","3,581,198","62,183,765","17.50","17.55","17.30","17.35","-0.15","1,258",
"101/08/20","2,840,595","48,803,011","17.30","17.35","17.10","17.10","-0.25","1,116",
"101/08/21","2,730,526","47,129,507","17.10","17.40","17.10","17.20","+0.10","1,032",
"101/08/22","5,914,878","103,173,136","17.20","17.65","17.10","17.60","+0.40","2,290",
"101/08/23","2,972,748","52,215,309","17.65","17.65","17.50","17.55","-0.05","1,454",
"101/08/24","1,883,371","32,817,560","17.55","17.55","17.35","17.35","-0.20","618",
"101/08/27","1,911,682","32,949,033","17.40","17.50","17.15","17.20","-0.15","689",
"101/08/28","5,341,623","90,495,482","17.15","17.15","16.80","16.85","-0.35","1,322",
"101/08/29","5,205,103","86,617,715","16.65","16.85","16.50","16.75","-0.10","1,434",
"101/08/30","2,337,747","39,151,067","16.75","16.90","16.60","16.90","+0.15","1,074",
"101/08/31","2,102,583","35,242,115","16.85","16.85","16.70","16.85","-0.05","954",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

