"10211る 9938 κ㎝             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"102/11/01","2,123,796","86,358,962","41.45","41.45","40.20","40.75","-0.05","1,339",
"102/11/04","5,629,014","216,347,565","40.10","40.10","37.90","37.90","-2.85","2,469",
"102/11/05","7,245,101","280,230,538","37.70","39.60","36.80","39.25","+1.35","3,602",
"102/11/06","3,434,416","134,389,249","39.40","39.80","38.35","39.45","+0.20","1,898",
"102/11/07","4,606,153","185,540,621","39.80","40.95","39.80","40.10","+0.65","2,350",
"102/11/08","2,681,529","106,713,303","40.10","40.50","39.30","39.55","-0.55","1,720",
"102/11/11","2,250,865","87,323,762","39.55","39.70","38.40","38.40","-1.15","1,011",
"102/11/12","2,008,097","77,154,124","38.50","38.90","37.95","38.15","-0.25","742",
"102/11/13","1,339,097","51,658,347","38.55","39.05","38.10","38.20","+0.05","673",
"102/11/14","1,836,942","70,505,686","38.50","39.10","37.35","38.90","+0.70","962",
"102/11/15","1,124,460","43,566,183","39.15","39.40","38.50","38.55","-0.35","578",
"102/11/18","1,083,001","41,348,133","38.95","38.95","37.85","37.90","-0.65","709",
"102/11/19","1,765,452","68,396,904","38.20","39.30","38.00","39.20","+1.30","969",
"102/11/20","2,836,759","113,751,959","39.60","40.55","39.50","39.95","+0.75","1,586",
"102/11/21","2,213,218","88,217,881","40.10","40.60","39.45","39.85","-0.10","1,257",
"102/11/22","1,593,566","63,656,405","39.85","40.30","39.50","39.60","-0.25","920",
"102/11/25","1,461,745","58,634,586","40.00","40.50","39.80","40.20","+0.60","909",
"102/11/26","2,673,583","109,707,570","40.20","41.40","40.20","41.10","+0.90","1,482",
"102/11/27","4,854,699","202,897,277","41.30","42.50","40.90","40.90","-0.20","2,319",
"102/11/28","3,180,754","131,613,114","41.50","41.90","41.00","41.00","+0.10","1,593",
"102/11/29","2,415,817","100,303,131","41.50","41.80","41.20","41.55","+0.55","1,080",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

