"10305る 2408 玭ㄈ           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"103/05/02","13,022,657","66,259,872","4.95","5.14","4.95","5.12","+0.17","964",
"103/05/05","17,010,882","90,495,155","5.32","5.46","5.22","5.46","+0.34","1,130",
"103/05/06","25,442,836","142,474,777","5.46","5.70","5.45","5.68","+0.22","1,344",
"103/05/07","21,658,372","121,807,938","5.70","5.71","5.48","5.71","+0.03","1,315",
"103/05/08","14,917,798","86,050,625","5.75","5.80","5.75","5.80","+0.09","1,058",
"103/05/09","12,609,161","71,258,214","5.80","5.80","5.58","5.70","-0.10","720",
"103/05/12","11,351,837","64,547,350","5.52","5.70","5.52","5.70"," 0.00","566",
"103/05/13","21,823,715","129,243,743","5.81","6.00","5.81","5.99","+0.29","1,190",
"103/05/14","12,120,498","72,167,706","5.98","6.00","5.90","5.90","-0.09","936",
"103/05/15","11,123,847","64,540,586","5.88","5.88","5.49","5.49","-0.41","620",
"103/05/16","12,637,287","71,622,280","5.60","5.75","5.60","5.72","+0.23","716",
"103/05/19","7,568,166","44,064,558","5.80","5.86","5.70","5.70","-0.02","475",
"103/05/20","10,277,888","59,832,039","5.80","5.88","5.70","5.71","+0.01","481",
"103/05/21","7,007,747","40,414,937","5.75","5.80","5.75","5.75","+0.04","394",
"103/05/22","11,160,879","65,322,405","5.80","5.90","5.80","5.90","+0.15","698",
"103/05/23","16,829,194","101,182,171","6.00","6.03","6.00","6.01","+0.11","1,067",
"103/05/26","17,010,093","105,533,471","6.00","6.34","6.00","6.34","+0.33","1,143",
"103/05/27","20,882,148","140,194,170","6.60","6.78","6.60","6.78","+0.44","1,328",
"103/05/28","17,144,853","123,311,888","7.05","7.25","7.05","7.25","+0.47","1,329",
"103/05/29","20,636,925","159,936,128","7.75","7.75","7.75","7.75","+0.50","1,264",
"103/05/30","25,930,477","214,963,592","8.29","8.29","8.29","8.29","+0.54","1,747",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

