"10002る 8078 地腳             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"100/02/08","13,841,971","445,180,346","31.80","33.35","30.80","32.55","+1.25","5,386",
"100/02/09","8,572,469","276,331,808","32.55","32.95","31.50","32.60","+0.05","3,337",
"100/02/10","10,358,612","324,110,331","32.10","32.20","30.50","30.70","-1.90","4,034",
"100/02/11","10,792,023","332,213,230","30.20","31.70","30.00","30.00","-0.70","4,434",
"100/02/14","11,956,258","355,092,925","30.50","31.20","28.80","29.00","-1.00","4,340",
"100/02/15","13,502,399","384,434,501","28.50","29.60","27.20","29.00"," 0.00","5,252",
"100/02/16","10,483,331","307,187,458","29.40","29.80","28.70","29.10","+0.10","3,774",
"100/02/17","8,291,803","244,375,214","29.20","29.85","29.00","29.10"," 0.00","3,223",
"100/02/18","4,418,511","128,563,657","29.40","29.60","28.80","28.80","-0.30","1,948",
"100/02/21","5,695,025","161,152,547","28.90","29.25","27.80","27.85","-0.95","2,394",
"100/02/22","6,926,999","194,248,572","27.60","28.60","27.10","28.10","+0.25","3,073",
"100/02/23","10,112,339","291,082,871","28.10","29.40","28.00","28.45","+0.35","4,250",
"100/02/24","6,992,736","196,355,743","28.45","29.20","27.30","27.60","-0.85","2,936",
"100/02/25","6,965,238","195,988,912","28.50","28.50","27.60","28.25","+0.65","2,834",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

