"10005る 3044 胺供             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"100/05/03","2,133,150","287,100,450","138.00","138.50","132.00","133.00","-2.50","1,382",
"100/05/04","1,381,100","183,460,550","133.00","134.50","131.50","134.50","+1.50","1,074",
"100/05/05","2,111,471","278,632,114","136.00","136.00","130.00","132.50","-2.00","1,282",
"100/05/06","3,162,457","409,405,410","132.50","132.50","127.50","129.50","-3.00","1,732",
"100/05/09","2,366,731","309,459,299","128.00","132.00","128.00","130.00","+0.50","1,210",
"100/05/10","859,875","112,417,625","129.50","131.50","129.50","131.00","+1.00","441",
"100/05/11","1,514,037","200,045,884","131.00","133.00","131.00","132.00","+1.00","947",
"100/05/12","1,888,359","245,721,589","134.00","134.00","129.00","130.00","-2.00","1,131",
"100/05/13","3,298,515","436,319,495","133.50","133.50","130.00","133.00","+3.00","1,159",
"100/05/16","1,615,254","211,744,290","133.00","133.00","129.50","129.50","-3.50","1,104",
"100/05/17","1,274,450","165,269,250","131.00","131.50","128.50","129.50"," 0.00","616",
"100/05/18","1,983,477","263,087,895","129.50","135.00","129.50","135.00","+5.50","1,077",
"100/05/19","1,780,983","237,775,263","136.00","136.00","131.50","131.50","-3.50","1,053",
"100/05/20","1,354,654","180,824,982","133.00","134.50","131.50","134.00","+2.50","733",
"100/05/23","1,014,465","132,580,985","131.50","133.50","130.00","130.00","-4.00","637",
"100/05/24","891,820","117,237,240","130.00","133.00","130.00","132.00","+2.00","411",
"100/05/25","690,353","90,711,566","132.50","132.50","130.00","130.50","-1.50","486",
"100/05/26","1,417,737","190,333,258","132.00","136.00","131.50","134.00","+3.50","842",
"100/05/27","921,060","122,869,420","134.00","134.50","132.00","132.00","-2.00","695",
"100/05/30","1,511,000","198,793,000","130.50","132.50","130.50","131.00","-1.00","1,171",
"100/05/31","1,523,803","204,771,905","132.50","135.50","132.00","135.00","+4.00","962",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

