"10208る 3474 地ㄈ           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"102/08/01","17,361,100","194,640,312","11.30","11.65","10.95","10.95","-0.30","2,054",
"102/08/02","17,336,200","185,897,587","11.10","11.45","10.20","10.85","-0.10","3,338",
"102/08/05","3,575,428","41,474,963","11.60","11.60","11.60","11.60","+0.75","305",
"102/08/06","8,379,787","103,855,207","12.40","12.40","12.10","12.40","+0.80","793",
"102/08/07","9,850,600","118,429,250","11.90","12.35","11.75","11.85","-0.55","1,798",
"102/08/08","11,983,600","132,563,068","11.10","11.40","11.05","11.05","-0.80","1,054",
"102/08/09","10,313,065","110,886,115","11.10","11.10","10.40","11.00","-0.05","1,834",
"102/08/12","8,124,045","93,744,825","11.30","11.75","11.10","11.65","+0.65","1,455",
"102/08/13","7,015,901","83,796,488","11.65","12.30","11.45","12.20","+0.55","1,092",
"102/08/14","27,739,596","361,366,848","13.05","13.05","12.80","13.05","+0.85","2,254",
"102/08/15","9,901,929","129,530,666","13.10","13.25","12.95","13.10","+0.05","1,993",
"102/08/16","6,573,842","84,402,896","12.60","13.05","12.60","13.00","-0.10","823",
"102/08/19","4,576,233","58,852,007","13.20","13.20","12.50","12.60","-0.40","925",
"102/08/20","7,099,140","86,774,911","12.55","12.80","11.75","12.05","-0.55","1,051",
"102/08/22","4,908,644","59,393,052","11.80","12.45","11.80","12.00","-0.05","740",
"102/08/23","2,961,947","36,219,902","12.35","12.40","12.05","12.15","+0.15","474",
"102/08/26","2,719,327","33,319,571","12.15","12.40","12.15","12.35","+0.20","503",
"102/08/27","2,606,143","31,654,801","12.30","12.40","11.95","12.15","-0.20","403",
"102/08/28","4,321,040","50,664,330","11.60","11.90","11.45","11.85","-0.30","904",
"102/08/29","1,268,230","15,080,084","11.65","12.00","11.65","11.95","+0.10","422",
"102/08/30","2,532,534","30,733,808","12.00","12.30","12.00","12.20","+0.25","644",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

