,日期,成交股數,開盤價,最高價,最低價,收盤價,成交筆數
0, 94/12/20,"4,541,500",450.0,503.0,450.0,499.0,"3,016"
1, 94/12/21,"1,634,511",499.0,499.0,480.0,487.0,"1,256"
2, 94/12/22,"1,013,100",482.0,494.0,482.0,491.0,728
3, 94/12/23,"1,025,133",495.0,496.0,486.0,491.5,774
4, 94/12/26,"1,122,012",491.5,499.5,490.0,493.0,824
5, 94/12/27,"1,340,413",493.0,495.0,461.0,474.0,"1,089"
6, 94/12/28,"626,232",465.0,471.0,463.0,467.0,511
7, 94/12/29,"920,035",469.0,477.0,466.0,466.0,676
0, 95/01/02,"688,439",445.0,450.0,441.0,445.0,572
1, 95/01/03,"1,137,216",445.0,476.0,445.0,476.0,694
2, 95/01/04,"1,018,800",482.0,489.0,461.0,461.5,794
3, 95/01/05,"830,523",466.5,477.0,466.5,474.0,592
4, 95/01/06,"1,195,500",476.0,485.0,475.0,475.5,927
5, 95/01/09,"425,300",479.5,482.0,466.0,470.0,352
6, 95/01/10,"828,501",462.0,463.0,450.0,453.0,691
7, 95/01/11,"357,000",453.0,453.0,442.0,445.0,303
8, 95/01/12,"339,050",446.0,450.0,444.0,448.0,269
9, 95/01/13,"939,000",448.0,448.0,418.0,421.0,750
10, 95/01/16,"1,112,000",420.0,420.0,393.0,402.5,917
11, 95/01/17,"939,002",401.0,417.5,398.0,400.0,815
12, 95/01/18,"894,002",388.0,393.0,372.0,372.0,763
13, 95/01/19,"1,533,010",372.0,376.0,346.0,352.0,"1,263"
14, 95/01/20,"998,690",359.0,360.0,334.0,335.0,896
15, 95/01/23,"943,576",325.0,325.0,312.0,317.0,781
16, 95/01/24,"510,159",321.0,339.0,318.0,339.0,421
0, 95/03/01,"940,057",337.0,351.0,331.0,345.0,761
1, 95/03/02,"405,100",348.0,350.0,338.0,338.0,378
2, 95/03/03,"363,001",333.0,343.0,330.0,330.5,303
3, 95/03/06,"298,005",334.0,345.0,330.0,343.5,265
4, 95/03/07,"257,000",342.0,342.0,333.0,333.0,214
5, 95/03/08,"255,190",333.0,339.0,332.0,335.0,227
6, 95/03/09,"173,000",338.0,339.0,330.0,330.0,149
7, 95/03/10,"232,000",330.0,332.0,318.0,321.0,209
8, 95/03/13,"196,100",320.0,327.0,320.0,323.0,181
9, 95/03/14,"243,000",320.0,332.0,320.0,326.0,222
10, 95/03/15,"417,030",326.0,329.0,320.0,322.0,342
11, 95/03/16,"949,091",323.0,344.5,323.0,343.5,715
12, 95/03/17,"593,100",338.5,342.0,330.0,333.0,471
13, 95/03/20,"553,050",338.0,343.0,333.0,336.0,429
14, 95/03/21,"787,479",338.0,339.0,312.5,314.0,662
15, 95/03/22,"415,000",313.0,319.0,307.0,310.0,345
16, 95/03/23,"864,558",316.0,316.0,288.5,291.0,720
17, 95/03/24,"1,035,001",291.0,291.0,271.0,271.0,791
18, 95/03/27,"514,165",272.0,276.0,261.0,274.5,424
19, 95/03/28,"385,005",274.5,281.0,270.0,278.5,325
20, 95/03/29,"366,841",277.0,278.5,272.0,274.0,334
21, 95/03/30,"522,011",275.0,278.0,265.0,266.5,419
0, 95/05/02,"346,001",267.0,272.0,261.0,262.5,309
1, 95/05/03,"304,000",262.0,267.0,262.0,264.0,243
2, 95/05/04,"337,000",264.0,269.0,263.5,264.0,257
3, 95/05/05,"361,002",265.0,268.0,261.0,261.0,281
4, 95/05/08,"249,000",261.5,265.5,261.0,261.0,202
5, 95/05/09,"543,200",261.0,272.0,261.0,270.0,445
6, 95/05/10,"464,218",279.0,279.0,270.0,270.0,379
7, 95/05/11,"280,000",270.0,272.0,268.0,270.0,204
8, 95/05/12,"261,050",270.0,272.0,267.0,272.0,190
9, 95/05/15,"166,000",271.5,273.5,270.0,270.5,134
10, 95/05/16,"262,000",272.0,276.0,270.5,270.5,220
11, 95/05/17,"187,110",275.0,275.0,271.5,273.0,147
12, 95/05/18,"308,000",271.0,271.0,263.5,264.0,258
13, 95/05/19,"124,001",267.0,271.0,266.0,267.0,110
14, 95/05/22,"133,100",269.0,269.0,263.5,263.5,117
15, 95/05/23,"302,000",264.0,264.0,260.0,263.5,205
16, 95/05/24,"185,000",264.0,266.0,261.0,262.0,134
17, 95/05/25,"76,000",263.0,264.0,262.0,262.0,67
18, 95/05/26,"124,049",265.0,265.0,261.0,261.0,90
