,日期,成交股數,開盤價,最高價,最低價,收盤價,成交筆數
0, 87/07/02,"5,048,027",41.5,42.2,40.2,41.8,"1,323"
1, 87/07/03,"4,057,005",41.8,41.8,40.5,40.8,"1,054"
2, 87/07/04,"4,657,046",40.8,40.8,40.2,40.5,"1,193"
3, 87/07/06,"10,508,000",40.5,43.3,40.5,43.3,"2,307"
4, 87/07/07,"16,179,500",43.9,44.7,43.5,43.7,"3,781"
5, 87/07/08,"24,194,777",44.7,46.7,44.3,46.7,"4,155"
6, 87/07/09,"56,063,199",49.8,49.9,47.7,48.4,"9,218"
7, 87/07/10,"57,486,199",48.0,51.0,48.0,51.0,"10,482"
8, 87/07/13,"34,366,553",50.0,51.5,49.4,51.0,"6,773"
9, 87/07/14,"35,852,417",52.0,53.0,51.0,51.0,"8,305"
10, 87/07/15,"16,336,406",51.5,52.0,50.5,51.5,"4,374"
11, 87/07/16,"27,895,929",52.5,54.0,52.0,53.5,"6,534"
12, 87/07/17,"20,111,326",54.0,55.0,53.5,54.5,"4,772"
13, 87/07/18,"33,191,882",55.0,58.0,55.0,55.5,"6,616"
14, 87/07/20,"19,970,000",56.0,57.0,54.5,57.0,"4,134"
15, 87/07/21,"19,980,825",56.0,57.0,54.0,55.0,"5,115"
16, 87/07/22,"25,105,630",53.5,54.0,51.5,53.5,"5,094"
17, 87/07/23,"9,988,027",53.0,54.0,52.5,54.0,"2,360"
18, 87/07/24,"28,203,399",53.0,57.0,53.0,57.0,"6,808"
19, 87/07/27,"55,522,357",57.5,60.5,57.0,59.5,"10,392"
20, 87/07/28,"32,387,505",60.0,60.0,57.0,57.0,"7,199"
21, 87/07/29,"18,190,027",56.0,56.5,55.0,55.0,"4,564"
22, 87/07/30,"13,121,835",55.0,57.0,54.5,56.0,"3,343"
0, 87/08/01,"18,725,697",52.0,55.5,52.0,55.5,"4,790"
1, 87/08/03,"13,221,000",56.0,56.5,54.0,55.5,"3,399"
2, 87/08/04,"15,609,369",54.5,57.0,54.5,56.0,"4,099"
3, 87/08/05,"20,311,142",55.0,57.5,54.5,57.5,"4,762"
4, 87/08/06,"19,518,454",58.0,58.0,54.5,55.0,"4,868"
5, 87/08/07,"11,874,512",55.5,56.0,54.5,55.5,"3,151"
6, 87/08/10,"10,267,708",55.0,55.5,52.5,53.5,"3,016"
7, 87/08/11,"23,399,029",52.5,53.5,51.0,51.5,"6,347"
8, 87/08/12,"19,487,611",51.0,53.5,50.0,53.0,"5,521"
9, 87/08/13,"10,434,168",53.5,54.0,52.5,52.5,"3,398"
10, 87/08/14,"8,715,655",52.0,53.0,51.0,53.0,"2,624"
11, 87/08/15,"4,958,202",52.5,53.0,52.0,52.5,"1,571"
12, 87/08/17,"8,050,000",52.5,52.5,50.5,51.0,"2,559"
13, 87/08/18,"26,170,852",51.0,52.5,49.0,52.5,"7,042"
14, 87/08/19,"19,668,908",53.0,54.5,52.5,53.5,"5,667"
15, 87/08/20,"6,978,452",53.5,54.0,52.5,53.5,"2,061"
16, 87/08/21,"6,112,579",53.5,54.0,52.5,53.0,"1,972"
17, 87/08/24,"9,999,250",52.0,52.0,50.0,50.5,"3,338"
18, 87/08/25,"13,498,483",50.0,52.0,50.0,51.5,"3,674"
19, 87/08/26,"12,515,406",53.0,53.0,50.5,50.5,"3,240"
20, 87/08/27,"49,740,098",50.0,51.0,47.0,48.3,"12,332"
21, 87/08/28,"20,927,418",45.6,48.3,45.6,47.0,"5,675"
22, 87/08/29,"10,378,259",47.0,48.4,47.0,47.3,"3,302"
0, 87/09/01,"11,977,680",43.9,44.9,42.8,43.0,"3,054"
1, 87/09/02,"20,326,500",43.9,45.9,43.5,45.9,"3,899"
2, 87/09/03,"15,896,061",45.1,45.1,42.9,43.3,"3,403"
3, 87/09/04,"7,522,987",40.6,43.2,40.6,43.2,"2,072"
4, 87/09/05,"13,172,299",43.0,45.5,42.1,44.6,"3,651"
5, 87/09/07,"6,011,000",45.0,45.3,44.0,44.2,"1,797"
6, 87/09/08,"21,216,730",45.0,47.0,45.0,46.9,"4,288"
