,日期,成交股數,開盤價,最高價,最低價,收盤價,成交筆數
0, 91/08/26,"240,000",100.5,100.5,98.0,100.0,151
1, 91/08/27,"507,000",100.0,103.0,100.0,100.5,295
2, 91/08/28,"583,550",100.0,103.0,98.5,101.5,342
3, 91/08/29,"332,050",100.0,102.0,99.5,102.0,209
0, 91/09/02,"292,200",103.5,104.0,101.0,103.0,215
1, 91/09/03,"370,824",103.0,103.5,100.0,102.0,247
2, 91/09/04,"398,000",99.0,101.0,97.5,98.5,252
3, 91/09/05,"583,700",99.5,100.0,92.0,92.0,400
4, 91/09/09,"1,291,200",91.5,91.5,86.0,89.0,617
5, 91/09/10,"831,000",86.5,95.0,86.5,95.0,493
6, 91/09/11,"535,687",95.0,95.0,93.5,94.5,319
7, 91/09/12,"721,053",94.0,98.0,94.0,97.0,450
8, 91/09/13,"1,316,000",96.0,103.5,94.5,102.0,729
9, 91/09/16,"480,000",102.0,103.0,98.5,99.5,278
10, 91/09/17,"660,125",100.0,103.0,99.5,102.0,376
11, 91/09/18,"357,000",99.0,100.5,97.0,99.0,208
12, 91/09/19,"342,000",99.0,101.5,99.0,100.0,176
13, 91/09/20,"592,345",97.0,101.5,96.0,99.5,271
14, 91/09/23,"1,030,432",99.5,103.0,97.0,98.5,394
15, 91/09/24,"884,000",98.5,100.5,97.5,99.5,435
16, 91/09/25,"677,474",99.5,99.5,93.0,96.0,381
17, 91/09/26,"866,450",97.0,100.0,97.0,100.0,422
18, 91/09/27,"542,466",98.5,99.5,97.0,98.5,340
0, 91/10/01,"487,147",95.0,96.0,94.0,95.0,316
1, 91/10/02,"610,023",97.0,99.0,96.5,97.0,364
2, 91/10/03,"1,785,625",93.5,94.0,90.5,90.5,620
3, 91/10/04,"1,447,465",86.0,91.0,86.0,90.5,553
4, 91/10/07,"327,688",89.5,89.5,86.0,86.0,217
5, 91/10/08,"811,719",86.0,87.5,83.0,84.0,446
6, 91/10/09,"606,460",84.0,84.0,78.5,78.5,424
7, 91/10/11,"781,820",80.0,80.0,73.5,74.5,466
8, 91/10/14,"609,251",74.5,75.0,71.5,73.0,309
9, 91/10/15,"1,041,942",74.5,78.0,74.5,78.0,315
