,日期,成交股數,開盤價,最高價,最低價,收盤價,成交筆數
0, 87/09/01,"13,084,245",121.5,124.0,118.5,121.0,"5,511"
1, 87/09/02,"6,796,691",124.0,125.0,122.0,123.0,"3,098"
2, 87/09/03,"12,402,310",120.0,121.0,114.5,114.5,"5,160"
3, 87/09/04,"6,477,600",112.5,115.0,111.5,114.0,"2,523"
4, 87/09/05,"9,603,118",113.5,118.5,111.5,117.0,"4,176"
5, 87/09/07,"7,841,000",119.0,121.0,117.0,120.0,"3,740"
6, 87/09/08,"6,404,190",122.0,123.0,121.0,123.0,"2,743"
7, 87/09/09,"11,016,650",126.0,126.5,123.0,124.0,"5,739"
8, 87/09/10,"3,955,746",123.0,124.0,120.0,120.0,"2,004"
9, 87/09/11,"3,982,517",117.0,120.0,115.0,119.0,"1,995"
10, 87/09/14,"1,828,910",119.0,119.5,117.0,117.0,896
11, 87/09/15,"2,637,419",117.5,118.0,115.0,115.0,"1,205"
12, 87/09/16,"2,655,713",115.0,117.5,114.0,116.5,"1,340"
13, 87/09/17,"2,716,360",117.5,119.0,116.5,117.0,"1,401"
14, 87/09/18,"1,690,818",115.5,118.0,115.5,117.0,843
15, 87/09/19,"2,946,119",118.0,120.0,117.0,119.0,"1,448"
16, 87/09/21,"1,920,000",119.0,119.5,115.5,116.0,936
17, 87/09/22,"2,507,770",116.5,119.0,116.0,117.5,"1,126"
18, 87/09/23,"2,480,851",118.5,119.5,117.5,117.5,"1,266"
19, 87/09/24,"5,611,287",120.0,122.0,119.0,121.0,"2,633"
20, 87/09/25,"2,735,767",120.5,121.0,119.0,120.5,"1,020"
21, 87/09/28,"1,688,171",118.0,120.5,117.5,117.5,856
22, 87/09/29,"2,193,173",118.5,119.0,116.0,116.0,"1,131"
0, 87/10/01,"1,559,200",111.0,112.0,108.0,108.0,971
1, 87/10/02,"3,130,365",100.5,104.0,100.5,100.5,"1,456"
2, 87/10/03,"3,836,924",100.5,102.0,99.5,101.0,"1,635"
3, 87/10/06,"2,028,000",98.0,101.0,94.0,99.0,961
4, 87/10/07,"2,532,956",98.5,100.0,97.0,99.0,"1,097"
5, 87/10/08,"3,802,921",99.0,105.5,98.5,105.5,"1,347"
6, 87/10/09,"10,703,619",110.0,112.0,106.5,111.5,"3,939"
7, 87/10/12,"3,818,306",112.0,112.5,107.5,108.0,"1,553"
8, 87/10/13,"2,695,148",109.0,109.5,105.5,106.0,"1,275"
9, 87/10/14,"3,134,444",106.0,107.5,105.0,105.5,"1,195"
10, 87/10/15,"3,892,589",105.5,108.5,105.5,105.5,"1,542"
11, 87/10/17,"7,187,369",107.0,111.5,107.0,109.5,"2,302"
12, 87/10/19,"2,928,000",111.0,111.0,106.0,106.0,"1,061"
13, 87/10/20,"2,842,809",105.5,107.5,105.0,105.5,"1,225"
14, 87/10/21,"1,976,741",105.0,107.5,105.0,107.5,885
