,日期,成交股數,開盤價,最高價,最低價,收盤價,成交筆數
0,106/06/01,"5,001",33.77,33.77,33.59,33.59,6
1,106/06/02,"113,000",33.7,33.84,33.7,33.75,11
2,106/06/03,"3,000",34.0,34.0,34.0,34.0,2
3,106/06/05,"33,000",33.98,34.3,33.98,34.2,17
4,106/06/06,"29,000",34.13,34.14,34.13,34.13,8
5,106/06/07,"14,000",34.18,34.3,34.1,34.1,11
6,106/06/08,"27,000",34.2,34.23,34.18,34.23,8
7,106/06/09,"11,000",34.23,34.42,34.23,34.33,9
8,106/06/12,"12,000",33.94,34.0,33.8,33.99,8
9,106/06/13,"25,000",34.0,34.0,33.7,33.76,11
10,106/06/14,"5,000",33.81,33.81,33.75,33.75,2
11,106/06/15,"11,000",33.49,33.52,33.49,33.52,10
12,106/06/16,"12,000",33.52,33.93,33.52,33.93,11
13,106/06/19,"36,000",34.1,34.4,34.1,34.4,16
14,106/06/20,"46,000",34.71,34.96,34.71,34.88,30
15,106/06/21,"66,000",34.94,34.94,34.77,34.8,16
16,106/06/22,"108,000",35.06,35.1,34.99,35.03,21
17,106/06/23,"47,000",35.05,35.12,35.0,35.0,13
18,106/06/26,"88,069",35.3,35.69,35.2,35.69,27
19,106/06/27,"48,028",35.69,35.7,35.51,35.6,13
20,106/06/28,"8,000",35.6,35.62,35.58,35.59,8
21,106/06/29,"10,000",35.5,35.7,35.5,35.7,9
22,106/06/30,"22,000",35.5,35.5,34.88,34.88,6
0,106/07/03,"15,000",35.01,35.07,34.95,34.95,15
1,106/07/04,"22,000",35.28,35.28,34.9,34.9,8
2,106/07/05,"24,001",34.72,35.03,34.72,35.03,9
3,106/07/06,"1,000",35.0,35.0,35.0,35.0,1
4,106/07/07,"6,000",35.0,35.0,34.77,34.77,5
5,106/07/10,"5,000",35.0,35.0,34.9,34.9,5
6,106/07/11,"48,000",35.14,35.48,35.14,35.48,20
7,106/07/12,"12,400",35.5,35.58,35.5,35.56,12
8,106/07/13,"83,000",35.7,35.9,35.69,35.9,13
9,106/07/14,"18,000",35.75,35.8,35.72,35.72,13
10,106/07/17,"26,000",35.86,35.88,35.78,35.78,7
11,106/07/18,"29,001",36.0,36.0,35.77,35.92,13
12,106/07/19,"12,000",36.0,36.4,36.0,36.14,8
13,106/07/20,"14,000",36.2,36.2,36.13,36.13,7
14,106/07/21,"69,000",36.0,36.2,35.93,35.94,16
15,106/07/24,"15,000",35.95,36.0,35.95,36.0,8
16,106/07/25,"5,000",36.3,36.35,36.3,36.3,5
17,106/07/26,"2,000",36.1,36.1,36.1,36.1,2
18,106/07/27,"79,000",36.19,36.5,36.19,36.5,15
19,106/07/28,"14,000",36.26,36.26,36.13,36.13,4
20,106/07/31,"9,000",35.85,36.1,35.85,36.1,8
0,106/08/01,"17,000",36.14,36.4,36.12,36.21,4
1,106/08/02,"14,000",36.5,36.6,36.5,36.58,10
2,106/08/03,"37,000",36.44,36.44,36.33,36.36,7
3,106/08/04,"6,000",36.68,36.68,36.39,36.45,5
4,106/08/07,"18,000",36.64,36.81,36.64,36.81,14
5,106/08/08,"6,000",37.14,37.14,37.07,37.08,5
6,106/08/09,"24,000",36.49,36.49,36.46,36.46,10
7,106/08/10,"22,000",36.13,36.32,35.94,35.98,11
8,106/08/11,"53,000",35.98,35.98,35.74,35.88,12
9,106/08/14,"20,000",35.87,36.13,35.8,35.8,7
10,106/08/15,"6,000",36.26,36.26,36.05,36.08,6
11,106/08/16,"9,000",36.15,36.15,35.7,35.73,7
12,106/08/17,"9,000",36.22,36.29,36.22,36.27,6
13,106/08/18,"35,000",36.06,36.06,35.7,35.7,16
14,106/08/21,"4,000",35.73,35.84,35.73,35.84,3
15,106/08/22,"10,000",36.51,36.51,36.16,36.16,8
16,106/08/23,"7,000",36.45,36.45,36.45,36.45,4
17,106/08/24,"6,000",36.5,36.55,36.5,36.55,6
18,106/08/25,"19,000",36.65,36.68,36.6,36.68,9
19,106/08/28,"124,000",36.68,36.71,36.6,36.62,13
20,106/08/29,"204,000",36.84,36.84,36.5,36.51,10
21,106/08/30,"176,000",36.79,36.79,36.7,36.75,13
22,106/08/31,"2,000",36.87,36.87,36.87,36.87,2
0,106/09/01,"6,000",36.87,36.91,36.87,36.91,6
1,106/09/04,"25,000",36.85,37.0,36.85,37.0,12
2,106/09/05,"14,000",37.29,37.31,36.98,37.11,12
3,106/09/06,"5,000",37.1,37.1,36.95,36.95,5
4,106/09/07,"6,000",36.95,37.25,36.95,36.95,6
5,106/09/08,"9,000",37.17,37.17,36.92,36.92,7
6,106/09/11,"12,000",37.1,37.15,36.89,36.89,9
7,106/09/12,"21,000",37.3,37.38,37.04,37.04,15
8,106/09/13,"44,000",36.71,36.79,36.71,36.79,5
9,106/09/14,"3,000",36.79,37.01,36.79,37.01,3
10,106/09/15,"4,000",36.9,37.0,36.75,36.83,4
11,106/09/18,"12,000",37.03,37.16,37.03,37.16,8
12,106/09/19,"32,000",37.16,37.55,37.07,37.1,15
13,106/09/20,"7,001",36.73,36.8,36.73,36.8,8
14,106/09/21,"5,000",37.15,37.15,36.88,36.88,5
15,106/09/22,"22,000",36.89,36.89,36.75,36.77,9
16,106/09/25,"18,000",36.77,36.77,36.01,36.11,11
17,106/09/26,"13,000",36.11,36.29,35.85,35.85,10
18,106/09/27,"11,000",35.89,35.9,35.89,35.9,7
19,106/09/28,"4,000",36.06,36.06,35.86,35.86,2
20,106/09/29,"17,000",36.27,36.27,35.86,36.02,8
21,106/09/30,"3,000",36.24,36.24,36.24,36.24,2
0,106/10/02,"8,000",36.48,36.61,36.48,36.61,4
1,106/10/03,"2,000",37.07,37.07,37.07,37.07,2
2,106/10/05,"8,000",37.81,37.81,36.9,36.9,5
3,106/10/06,"2,000",37.19,37.19,37.15,37.15,2
4,106/10/11,"18,001",37.74,37.74,37.35,37.56,11
5,106/10/12,"26,000",37.68,37.9,37.68,37.81,12
6,106/10/13,"6,000",37.72,37.9,37.72,37.86,6
7,106/10/16,"33,000",37.93,38.17,37.93,38.17,15
8,106/10/17,"20,000",38.55,38.55,38.03,38.03,9
9,106/10/18,"18,000",38.42,38.42,37.96,37.97,8
10,106/10/19,"29,000",38.25,38.36,38.25,38.28,18
11,106/10/20,"2,000",38.28,38.41,38.28,38.41,2
12,106/10/23,"3,000",38.3,38.49,38.27,38.49,3
13,106/10/24,"4,356",38.45,38.46,38.45,38.46,5
14,106/10/25,"4,000",38.46,38.46,38.2,38.2,3
15,106/10/26,"11,000",38.19,38.19,38.12,38.12,7
16,106/10/27,"3,000",38.5,38.5,38.3,38.3,3
17,106/10/30,"12,000",38.52,38.62,38.33,38.33,9
18,106/10/31,"22,000",38.6,38.6,38.43,38.6,10
0,106/11/01,"2,000",38.65,38.65,38.51,38.51,2
1,106/11/02,"6,000",38.45,38.64,38.45,38.64,4
2,106/11/03,"2,000",38.64,38.64,38.64,38.64,2
3,106/11/06,"24,000",38.64,38.68,38.38,38.38,14
4,106/11/07,"5,000",38.68,38.92,38.65,38.92,5
5,106/11/08,"13,000",38.91,38.91,38.62,38.65,5
6,106/11/09,"3,000",38.51,38.52,38.5,38.52,3
7,106/11/10,"20,000",38.17,38.17,37.94,38.08,12
8,106/11/13,"5,000",38.02,38.04,38.02,38.02,4
9,106/11/14,"6,000",37.9,38.17,37.9,38.13,6
10,106/11/15,"4,000",37.53,37.53,37.5,37.5,4
11,106/11/16,"2,000",37.53,37.53,37.53,37.53,2
12,106/11/17,"18,000",38.37,38.37,38.29,38.33,11
13,106/11/20,"12,000",38.27,38.27,38.03,38.03,10
14,106/11/21,"23,000",38.0,38.0,37.9,37.99,12
15,106/11/22,"2,000",38.5,38.5,38.5,38.5,2
16,106/11/23,"10,000",37.44,37.44,37.16,37.4,6
17,106/11/24,"4,175",37.51,37.51,37.29,37.29,5
18,106/11/27,"15,000",37.0,37.03,36.98,36.98,9
19,106/11/28,"8,000",36.85,36.87,36.68,36.77,8
20,106/11/29,"3,000",36.9,36.9,36.65,36.65,3
21,106/11/30,"21,000",36.25,36.36,36.1,36.1,12
0,106/12/01,"3,010",35.85,35.85,35.55,35.55,3
1,106/12/04,"12,000",36.0,36.08,35.72,36.08,10
2,106/12/05,"8,000",36.8,36.8,35.6,35.6,7
3,106/12/06,"15,000",35.11,35.31,34.78,34.78,14
4,106/12/07,"22,000",34.88,34.88,34.5,34.61,8
5,106/12/08,"5,000",35.0,35.0,34.7,34.7,5
6,106/12/11,"3,000",35.08,35.33,35.08,35.33,3
7,106/12/12,"6,000",35.28,35.29,35.27,35.29,6
8,106/12/13,"2,000",35.26,35.26,35.2,35.2,2
9,106/12/14,"6,000",35.23,35.32,35.23,35.3,6
10,106/12/15,"10,000",35.08,35.08,35.02,35.02,5
11,106/12/18,"7,000",35.02,35.02,35.02,35.02,7
12,106/12/19,"8,000",34.89,34.9,34.89,34.89,7
13,106/12/20,"30,000",34.65,34.9,34.65,34.9,8
14,106/12/21,"3,000",35.22,35.22,35.19,35.19,3
15,106/12/22,"6,000",35.15,35.15,35.09,35.09,6
16,106/12/25,"13,000",34.94,34.94,34.86,34.86,7
17,106/12/26,"2,000",35.06,35.06,34.87,34.87,2
18,106/12/27,"4,000",34.52,34.78,34.52,34.52,4
19,106/12/28,"2,000",34.94,34.94,34.94,34.94,2
20,106/12/29,"7,000",35.2,35.44,35.2,35.33,6
0,107/01/02,"11,100",35.29,35.36,35.25,35.36,11
1,107/01/03,"14,000",35.80,36.19,35.80,36.05,9
2,107/01/04,"11,000",36.05,36.05,35.84,36.05,10
3,107/01/05,"8,000",36.45,36.45,36.06,36.07,7
4,107/01/08,"21,000",36.07,36.13,36.07,36.12,10
5,107/01/09,"15,000",36.27,36.29,35.88,35.90,8
6,107/01/10,"4,100",35.90,35.90,35.46,35.46,6
7,107/01/11,"2,000",35.67,35.67,35.60,35.60,2
8,107/01/12,"8,000",35.76,35.76,35.71,35.72,7
