,日期,成交股數,開盤價,最高價,最低價,收盤價,成交筆數
0,102/12/12,"5,807,664",230.0,240.0,219.0,220.5,"3,952"
1,102/12/13,"2,670,765",225.0,251.0,225.0,240.0,"1,786"
2,102/12/16,"998,168",236.0,239.0,228.0,231.0,903
3,102/12/17,"711,883",236.0,236.0,229.0,235.0,514
4,102/12/18,"737,516",240.5,246.5,233.5,245.0,569
5,102/12/19,"1,078,102",246.0,246.0,228.0,238.0,818
6,102/12/20,"411,430",235.5,235.5,228.0,228.0,364
7,102/12/23,"432,060",229.5,231.0,224.0,231.0,337
8,102/12/24,"382,313",231.0,235.0,227.5,232.0,301
9,102/12/25,"466,001",232.0,232.0,221.0,222.0,379
10,102/12/26,"307,000",223.0,226.5,222.5,223.5,211
11,102/12/27,"286,056",226.0,226.0,219.0,222.0,225
12,102/12/30,"256,000",222.0,229.0,219.0,227.0,217
0,103/01/02,"214,000",229.0,230.0,224.0,226.0,194
1,103/01/03,"219,346",224.5,226.0,220.0,220.5,204
2,103/01/06,"636,256",221.0,221.0,205.5,205.5,343
3,103/01/07,"507,070",201.0,208.0,198.0,204.5,397
4,103/01/08,"806,110",204.5,218.5,204.5,216.0,620
5,103/01/09,"611,179",214.0,220.0,206.0,216.0,505
6,103/01/10,"1,157,351",218.0,231.0,218.0,231.0,820
7,103/01/13,"407,021",230.0,233.0,224.0,227.0,357
8,103/01/14,"321,000",225.0,227.0,222.0,224.0,210
9,103/01/15,"1,036,005",225.0,225.0,208.5,211.0,725
10,103/01/16,"263,000",211.5,214.5,206.0,213.0,221
11,103/01/17,"418,010",219.0,219.5,213.5,215.0,339
12,103/01/20,"549,095",218.0,230.0,215.0,228.0,430
13,103/01/21,"578,303",225.0,236.0,225.0,230.0,475
14,103/01/22,"265,001",221.0,228.0,221.0,224.0,212
15,103/01/23,"135,101",224.0,227.0,224.0,224.5,115
16,103/01/24,"156,000",226.0,226.0,219.0,219.0,146
0,103/02/05,"202,000",212.0,216.5,208.0,214.0,157
1,103/02/06,"210,000",214.0,215.5,214.0,215.0,146
2,103/02/07,"515,101",217.5,229.5,217.5,225.5,454
3,103/02/10,"427,000",225.5,233.0,222.5,224.5,316
4,103/02/11,"150,000",224.5,224.5,219.5,223.0,123
5,103/02/12,"197,035",225.0,230.0,224.5,225.0,163
6,103/02/13,"175,086",225.0,227.0,223.0,226.0,150
7,103/02/14,"867,200",228.0,241.5,227.0,236.0,704
8,103/02/17,"320,044",236.0,236.0,226.0,230.0,273
9,103/02/18,"88,000",230.0,231.0,226.0,229.0,78
10,103/02/19,"152,000",228.0,231.0,226.0,227.0,118
11,103/02/20,"177,035",227.0,229.5,224.5,229.5,143
12,103/02/21,"291,000",229.5,231.0,228.0,228.5,237
13,103/02/24,"328,200",230.0,233.0,227.5,230.5,264
14,103/02/25,"276,409",233.0,233.0,229.0,231.0,203
15,103/02/26,"433,050",231.0,240.0,231.0,235.0,338
0,103/03/03,"704,620",232.0,248.0,232.0,248.0,546
1,103/03/04,"579,030",246.5,265.0,242.5,265.0,470
2,103/03/05,"1,084,721",270.0,283.5,266.5,283.5,740
3,103/03/06,"754,460",285.0,303.0,285.0,303.0,539
4,103/03/07,"887,910",314.0,314.0,285.5,298.0,750
5,103/03/10,"447,642",298.0,307.0,288.5,298.0,404
6,103/03/11,"208,150",303.5,303.5,290.5,297.0,175
7,103/03/12,"327,105",296.0,296.5,283.5,290.0,282
8,103/03/13,"491,503",298.0,308.0,286.0,300.0,435
9,103/03/14,"450,984",295.0,295.0,279.0,279.0,408
10,103/03/17,"427,250",279.0,287.0,273.0,279.0,394
11,103/03/18,"394,281",285.0,293.5,281.0,285.0,368
12,103/03/19,"262,050",288.0,290.5,280.0,280.0,247
13,103/03/20,"150,157",277.0,288.0,271.5,288.0,149
14,103/03/21,"560,025",289.0,293.0,268.0,281.5,397
15,103/03/24,"332,515",278.0,278.0,268.0,275.0,306
16,103/03/25,"313,321",276.0,282.0,275.5,280.0,287
17,103/03/26,"398,654",284.0,293.0,278.0,289.0,361
18,103/03/27,"280,150",288.0,295.0,282.0,287.0,245
19,103/03/28,"213,676",287.0,292.0,285.0,285.0,200
0,103/04/01,"323,602",307.5,307.5,295.0,299.0,322
1,103/04/02,"308,971",299.0,308.0,298.0,303.5,279
2,103/04/03,"171,120",303.0,303.0,292.0,294.0,163
3,103/04/07,"187,174",287.0,289.0,283.0,285.5,174
4,103/04/08,"594,530",285.5,285.5,267.5,270.0,519
5,103/04/09,"98,115",270.0,275.0,270.0,273.5,94
6,103/04/10,"107,137",276.0,279.5,276.0,277.0,95
7,103/04/11,"95,115",277.0,277.0,270.0,275.5,83
8,103/04/14,"177,510",275.5,275.5,265.0,268.5,129
9,103/04/15,"290,425",268.5,271.0,265.0,265.0,237
10,103/04/16,"85,380",265.0,273.0,264.0,270.0,80
11,103/04/17,"232,160",275.0,288.5,273.5,283.0,204
12,103/04/18,"152,828",283.0,287.0,278.0,283.0,141
13,103/04/21,"100,050",280.0,283.0,273.0,280.0,96
14,103/04/22,"53,439",277.0,284.0,277.0,278.0,45
15,103/04/23,"76,166",280.0,280.0,271.0,272.0,76
16,103/04/24,"72,450",272.0,276.5,267.0,270.0,73
17,103/04/25,"135,220",276.0,276.0,262.0,263.5,136
18,103/04/28,"299,343",256.0,260.0,253.5,256.0,104
19,103/04/29,"220,100",256.0,263.0,251.0,260.5,190
0,103/05/02,"62,000",250.0,255.0,250.0,253.5,57
1,103/05/05,"113,013",250.0,267.0,250.0,265.0,99
2,103/05/06,"66,102",265.0,265.0,257.5,258.0,67
3,103/05/07,"21,000",255.0,256.5,254.0,254.5,21
4,103/05/08,"27,108",255.0,256.0,251.0,254.5,28
5,103/05/09,"24,004",256.5,257.5,248.0,249.0,24
6,103/05/12,"49,900",252.5,255.0,249.0,254.0,50
7,103/05/13,"80,050",253.5,256.5,250.0,250.0,69
8,103/05/14,"75,000",245.0,250.5,245.0,249.5,63
9,103/05/15,"51,058",252.0,258.0,252.0,256.5,52
10,103/05/16,"124,022",250.0,262.0,248.0,262.0,105
11,103/05/19,"76,023",262.0,262.0,255.0,255.0,68
12,103/05/20,"72,118",256.0,256.0,249.5,249.5,77
13,103/05/21,"94,000",250.0,256.0,249.0,256.0,84
14,103/05/22,"227,110",260.0,268.0,256.0,262.0,205
15,103/05/23,"98,040",262.0,262.0,253.5,255.5,99
16,103/05/26,"91,200",255.5,255.5,253.5,254.0,90
17,103/05/27,"231,020",254.0,254.0,248.5,250.0,217
18,103/05/28,"89,040",250.5,258.0,250.0,256.0,81
19,103/05/29,"168,000",256.0,264.0,254.0,258.0,133
0,103/06/03,"373,520",282.0,290.0,281.0,286.5,346
1,103/06/04,"96,010",284.0,284.0,274.0,276.0,94
2,103/06/05,"99,080",278.0,287.0,276.0,287.0,91
3,103/06/06,"125,000",287.0,292.0,282.0,289.0,100
4,103/06/09,"47,000",289.0,290.0,284.5,284.5,46
5,103/06/10,"75,165",285.0,285.0,273.0,274.0,74
6,103/06/11,"179,103",279.0,292.0,279.0,290.5,161
7,103/06/12,"79,020",293.5,293.5,284.5,285.5,62
8,103/06/13,"77,003",281.0,285.0,280.0,280.0,60
9,103/06/16,"58,100",280.0,284.0,276.0,280.0,51
10,103/06/17,"98,040",280.0,280.0,271.5,272.0,100
11,103/06/18,"130,323",271.0,278.0,270.5,275.0,125
12,103/06/19,"32,070",275.0,275.0,271.0,273.0,34
13,103/06/20,"117,200",273.0,273.0,267.0,270.0,99
14,103/06/23,"133,102",274.5,274.5,253.0,253.0,119
15,103/06/24,"231,010",253.0,261.0,252.5,253.0,172
16,103/06/25,"199,000",255.0,258.0,253.0,255.0,159
17,103/06/26,"367,020",256.0,272.5,256.0,271.5,333
18,103/06/27,"208,005",273.0,274.0,269.5,271.5,172
0,103/07/01,"172,003",279.5,283.0,276.0,280.0,144
1,103/07/02,"243,359",281.0,288.0,267.0,267.0,195
2,103/07/03,"140,040",268.0,273.0,268.0,271.5,137
3,103/07/04,"204,000",271.5,276.5,269.0,272.5,163
4,103/07/07,"6,584,000",272.5,272.5,260.0,269.0,388
5,103/07/08,"994,592",268.0,287.5,262.0,287.5,636
6,103/07/09,"926,171",285.0,285.0,268.0,282.0,685
7,103/07/10,"1,193,659",282.0,294.0,272.0,292.0,740
8,103/07/11,"885,915",300.0,312.0,300.0,312.0,413
9,103/07/14,"628,975",320.0,329.0,308.5,318.0,513
10,103/07/15,"259,010",320.0,320.0,307.5,308.0,226
11,103/07/16,"552,030",306.5,307.0,293.5,293.5,410
12,103/07/17,"306,000",287.0,293.0,284.0,286.0,202
13,103/07/18,"317,112",285.5,293.0,282.5,284.0,289
14,103/07/21,"517,070",284.0,303.5,284.0,298.0,418
15,103/07/22,"451,143",246.0,246.0,240.0,242.0,404
16,103/07/24,"865,420",245.0,258.5,242.0,258.5,577
17,103/07/25,"622,116",260.0,271.0,259.0,266.0,504
18,103/07/28,"176,592",263.0,266.0,258.0,258.0,168
19,103/07/29,"373,575",261.0,266.0,253.5,253.5,313
20,103/07/30,"331,000",253.5,264.0,253.0,260.0,238
0,103/08/01,"305,464",246.0,255.0,246.0,255.0,224
1,103/08/04,"173,000",253.0,267.0,253.0,262.5,138
2,103/08/05,"320,010",263.5,268.5,263.0,266.0,261
3,103/08/06,"952,898",268.0,284.5,267.5,284.5,689
4,103/08/07,"868,813",284.5,286.0,270.0,270.0,618
5,103/08/08,"403,010",270.0,277.0,267.0,267.0,315
6,103/08/11,"189,140",273.5,273.5,265.0,267.0,166
7,103/08/12,"136,000",267.5,274.0,262.0,262.0,106
8,103/08/13,"282,000",267.0,275.0,265.0,265.5,239
9,103/08/14,"271,000",265.0,272.0,254.0,257.0,249
10,103/08/15,"142,000",257.5,263.0,257.5,262.5,122
11,103/08/18,"96,004",263.5,264.0,260.0,262.5,65
12,103/08/19,"157,000",263.0,268.0,260.0,268.0,131
13,103/08/20,"111,000",272.5,272.5,264.0,264.5,94
14,103/08/21,"226,000",264.5,265.0,262.0,262.0,176
15,103/08/22,"307,101",270.0,270.0,257.0,264.5,257
16,103/08/25,"190,332",261.0,262.0,259.0,259.0,176
17,103/08/26,"234,725",258.0,258.0,251.0,252.0,266
18,103/08/27,"162,284",252.0,259.5,252.0,258.0,182
19,103/08/28,"191,984",259.5,263.0,258.5,260.5,163
0,103/09/01,"96,834",265.0,265.0,259.5,259.5,104
1,103/09/02,"58,818",259.5,260.0,257.0,258.5,61
2,103/09/03,"53,188",258.5,261.0,258.5,259.0,53
