,日期,成交股數,開盤價,最高價,最低價,收盤價,成交筆數
0, 92/07/01,"14,737,047",38.5,40.7,38.5,40.3,"3,715"
1, 92/07/02,"14,409,794",40.7,42.3,40.7,41.0,"3,517"
2, 92/07/03,"9,470,096",41.5,41.7,39.3,39.3,"2,720"
3, 92/07/04,"6,102,730",39.3,39.9,39.0,39.3,"1,720"
4, 92/07/07,"11,039,945",39.6,40.3,39.0,39.0,"2,847"
5, 92/07/08,"13,683,835",39.3,39.6,37.9,38.0,"3,454"
6, 92/07/09,"9,746,870",38.0,38.7,37.9,38.1,"2,527"
7, 92/07/10,"5,500,766",38.1,38.5,37.3,37.8,"1,624"
8, 92/07/11,"15,493,341",37.8,39.5,37.5,39.2,"3,707"
9, 92/07/14,"8,170,676",39.5,39.7,38.5,38.8,"2,241"
10, 92/07/15,"9,696,847",39.0,39.8,38.1,38.1,"2,548"
11, 92/07/16,"9,211,972",38.4,39.4,38.4,38.5,"2,501"
12, 92/07/17,"6,496,855",38.5,38.9,38.2,38.5,"1,754"
13, 92/07/18,"15,741,892",39.1,39.7,38.5,38.5,"4,274"
14, 92/07/21,"5,325,711",39.1,39.2,38.2,38.2,"1,712"
15, 92/07/22,"8,517,380",38.7,39.2,38.4,38.6,"2,250"
16, 92/07/23,"10,909,370",39.0,39.3,38.5,38.6,"2,482"
17, 92/07/24,"21,976,482",39.0,40.8,38.8,40.4,"5,201"
18, 92/07/25,"14,859,884",40.3,41.2,39.8,40.6,"3,455"
19, 92/07/28,"23,632,437",41.7,43.4,41.2,43.4,"5,487"
20, 92/07/29,"10,707,309",43.5,43.5,41.7,42.4,"2,902"
21, 92/07/30,"13,656,589",42.4,43.6,41.4,42.8,"3,669"
0, 92/08/01,"8,389,290",43.2,43.3,42.5,42.5,"2,025"
1, 92/08/04,"9,176,221",42.5,44.2,42.3,43.5,"2,381"
2, 92/08/05,"8,322,984",43.5,43.5,41.7,41.7,"1,746"
3, 92/08/06,"4,426,000",41.0,41.7,40.9,41.7,"1,052"
4, 92/08/07,"11,373,000",41.9,41.9,40.4,41.7,"2,472"
5, 92/08/08,"18,931,000",37.4,38.8,37.3,37.5,"5,054"
6, 92/08/11,"3,583,574",37.8,38.0,37.2,37.5,"1,249"
7, 92/08/12,"3,562,594",37.7,38.3,37.6,37.8,"1,073"
8, 92/08/13,"9,437,961",38.3,39.5,38.3,39.1,"2,553"
9, 92/08/14,"4,347,695",39.1,39.2,38.2,38.2,"1,405"
10, 92/08/15,"16,307,003",38.8,40.7,38.7,40.1,"3,897"
11, 92/08/18,"10,753,256",40.7,41.5,40.5,40.5,"2,705"
12, 92/08/19,"9,912,428",41.5,41.5,40.5,40.6,"2,458"
13, 92/08/20,"3,110,656",41.0,41.0,40.2,40.5,"1,019"
14, 92/08/21,"3,889,314",40.0,40.5,39.8,40.2,"1,204"
15, 92/08/22,"4,925,538",40.2,40.6,39.6,39.6,"1,436"
16, 92/08/25,"8,791,346",39.3,41.3,39.3,41.3,"2,363"
17, 92/08/26,"11,192,494",41.3,42.3,40.8,41.1,"2,920"
18, 92/08/27,"21,561,326",41.8,43.6,41.5,42.5,"5,331"
19, 92/08/28,"6,467,339",43.3,43.3,41.6,42.0,"1,934"
0, 92/09/01,"13,476,719",43.5,44.0,42.9,43.0,"3,234"
1, 92/09/02,"4,375,420",43.0,43.0,41.9,42.6,"1,238"
2, 92/09/03,"10,064,168",43.0,43.2,41.0,41.0,"2,505"
3, 92/09/04,"6,424,365",41.0,41.7,40.8,41.7,"1,857"
4, 92/09/05,"11,043,600",41.7,43.0,41.5,42.4,"2,819"
5, 92/09/08,"6,759,218",42.4,42.4,41.4,41.8,"1,793"
6, 92/09/09,"15,588,112",41.8,42.9,41.4,42.5,"3,405"
7, 92/09/10,"4,228,027",41.9,42.3,41.6,41.7,"1,133"
8, 92/09/12,"2,969,823",41.8,42.3,41.6,42.2,957
9, 92/09/15,"6,157,705",42.2,43.0,42.1,42.8,"1,997"
10, 92/09/16,"4,902,215",42.8,43.3,42.3,42.8,"1,239"
11, 92/09/17,"4,458,749",43.0,43.4,42.2,42.4,"1,313"
12, 92/09/18,"4,485,360",42.4,42.9,42.0,42.2,"1,461"
13, 92/09/19,"7,315,852",42.8,42.9,42.2,42.3,"1,970"
14, 92/09/22,"3,452,363",42.3,42.7,41.4,41.4,"1,153"
15, 92/09/23,"2,785,059",41.4,41.8,41.3,41.7,838
16, 92/09/24,"11,880,534",42.0,43.7,42.0,42.9,"3,448"
17, 92/09/25,"5,674,164",42.5,43.3,42.3,43.3,"1,509"
