,日期,成交股數,開盤價,最高價,最低價,收盤價,成交筆數
0, 87/07/02,"1,071,020",26.6,27.2,26.2,27.1,380
1, 87/07/03,"1,413,691",27.2,27.9,26.5,27.3,551
2, 87/07/04,"942,570",27.9,28.0,27.3,27.5,368
3, 87/07/06,"1,080,000",27.7,28.0,27.3,27.5,349
4, 87/07/07,"828,807",27.7,27.8,26.6,27.0,303
5, 87/07/08,"3,070,697",26.5,27.7,26.5,27.0,787
6, 87/07/09,"1,897,104",27.6,28.0,27.2,27.2,699
7, 87/07/10,"2,395,860",27.5,28.0,27.3,27.5,762
8, 87/07/13,"4,380,680",27.9,28.8,27.6,28.6,"1,342"
9, 87/07/14,"3,839,119",29.0,29.2,27.8,27.8,"1,176"
10, 87/07/15,"1,562,831",28.0,28.2,27.6,28.0,533
11, 87/07/16,"2,821,000",28.8,28.8,27.8,28.3,851
12, 87/07/17,"7,439,976",28.8,30.2,28.7,30.2,"1,742"
13, 87/07/18,"6,821,530",30.4,30.6,28.8,28.8,"1,748"
14, 87/07/20,"1,752,000",29.0,29.4,28.8,29.1,602
15, 87/07/21,"1,302,986",29.1,29.5,28.3,28.3,485
16, 87/07/22,"1,131,190",27.7,28.2,27.6,27.9,399
17, 87/07/23,"655,321",28.0,28.2,27.6,27.6,272
18, 87/07/24,"1,019,327",27.5,28.2,27.0,28.1,381
19, 87/07/27,"1,017,011",28.0,28.5,27.5,27.9,410
20, 87/07/28,"2,007,360",28.3,29.0,28.0,28.0,660
21, 87/07/29,"1,520,171",28.0,28.5,27.6,27.8,505
22, 87/07/30,"2,295,230",28.3,28.9,27.9,28.7,758
0, 87/08/01,"1,815,700",26.8,27.2,26.5,26.9,619
1, 87/08/03,"988,000",27.2,27.2,26.3,26.5,398
2, 87/08/04,"863,000",26.2,27.0,26.2,26.3,318
3, 87/08/05,"1,447,000",25.9,26.3,25.5,25.5,501
4, 87/08/06,"881,180",25.5,26.1,25.1,25.3,347
5, 87/08/07,"538,000",25.7,25.7,25.3,25.4,231
6, 87/08/10,"1,160,000",25.5,25.8,23.7,23.7,401
7, 87/08/11,"1,010,360",24.8,24.8,23.2,24.0,409
8, 87/08/12,"604,001",23.6,24.3,23.3,24.0,279
9, 87/08/13,"679,009",24.2,24.5,24.2,24.2,317
