,日期,成交股數,開盤價,最高價,最低價,收盤價,成交筆數
0, 99/06/24,"45,556,608",37.8,40.4,37.8,38.95,"18,049"
1, 99/06/25,"49,766,056",38.5,38.5,34.05,34.8,"22,732"
2, 99/06/28,"39,111,517",33.8,33.9,31.05,31.3,"16,394"
3, 99/06/29,"25,594,779",31.3,32.3,31.0,31.2,"9,924"
0, 99/07/01,"22,593,211",30.1,30.45,29.15,29.4,"8,374"
1, 99/07/02,"18,797,156",29.4,30.1,29.1,30.0,"6,613"
2, 99/07/05,"15,844,517",29.9,29.9,29.3,29.65,"4,708"
3, 99/07/06,"17,818,589",29.7,30.6,29.5,30.4,"5,415"
4, 99/07/07,"19,397,797",30.75,31.35,30.5,31.2,"7,286"
5, 99/07/08,"14,097,346",31.5,32.0,31.05,31.05,"5,230"
6, 99/07/09,"9,795,259",31.3,31.45,31.1,31.15,"4,618"
7, 99/07/12,"16,755,747",31.55,32.35,31.4,32.0,"6,156"
8, 99/07/13,"10,032,419",32.0,32.25,31.85,31.95,"3,812"
9, 99/07/14,"7,923,188",32.25,32.35,32.15,32.3,"3,045"
10, 99/07/15,"10,258,679",32.3,33.0,32.05,32.2,"4,908"
11, 99/07/16,"16,143,766",32.1,32.4,31.2,31.5,"5,775"
12, 99/07/19,"7,759,965",31.05,31.9,31.05,31.65,"2,849"
13, 99/07/20,"12,038,681",31.4,32.2,31.4,32.2,"3,567"
14, 99/07/21,"6,290,274",32.2,32.2,31.8,31.9,"2,228"
15, 99/07/22,"7,827,479",31.8,32.2,31.75,31.9,"2,417"
16, 99/07/23,"19,391,759",32.45,33.1,32.2,32.75,"7,544"
17, 99/07/26,"16,020,574",32.75,33.85,32.55,33.75,"6,502"
18, 99/07/27,"18,796,493",33.8,35.65,33.8,35.2,"7,967"
19, 99/07/28,"22,594,105",35.5,36.9,35.5,36.6,"8,853"
20, 99/07/29,"22,556,044",37.0,37.2,36.65,37.0,"7,339"
0, 99/08/02,"13,788,624",37.3,37.8,36.8,37.0,"5,191"
1, 99/08/03,"11,661,663",37.3,37.5,36.9,37.0,"3,904"
2, 99/08/04,"11,427,633",37.0,37.9,37.0,37.85,"4,422"
3, 99/08/05,"10,785,922",37.95,37.95,37.0,37.2,"3,370"
4, 99/08/06,"6,459,912",37.0,37.6,37.0,37.1,"2,625"
5, 99/08/09,"8,957,706",37.1,38.0,36.9,37.7,"3,207"
6, 99/08/10,"14,325,236",37.7,38.4,37.15,38.3,"5,591"
7, 99/08/11,"9,405,255",37.9,38.2,37.6,38.1,"4,145"
8, 99/08/12,"6,033,249",37.8,38.1,37.2,37.9,"2,845"
9, 99/08/13,"23,623,409",37.9,40.25,37.9,39.9,"8,086"
10, 99/08/16,"17,349,927",39.15,39.4,37.15,38.2,"6,099"
11, 99/08/17,"32,731,758",37.5,40.0,36.35,38.8,"10,011"
12, 99/08/18,"16,043,448",39.05,39.5,38.6,39.4,"5,616"
13, 99/08/19,"21,640,322",39.2,42.1,39.0,40.6,"8,432"
14, 99/08/20,"8,830,585",40.3,41.6,39.5,41.0,"4,423"
15, 99/08/23,"4,328,951",40.85,41.15,40.1,40.15,"2,349"
16, 99/08/24,"17,637,349",40.9,42.95,40.9,42.95,"7,114"
17, 99/08/25,"26,943,266",43.5,44.3,41.5,44.15,"9,935"
18, 99/08/26,"13,399,616",44.5,45.45,42.55,43.8,"6,227"
19, 99/08/27,"11,095,610",43.8,43.8,42.3,42.65,"4,750"
20, 99/08/30,"5,968,858",43.1,43.4,41.95,42.0,"3,199"
0, 99/09/01,"10,636,428",40.9,42.2,40.9,41.9,"4,056"
1, 99/09/02,"9,533,705",43.0,44.0,42.45,42.45,"3,850"
2, 99/09/03,"7,838,804",42.7,43.6,42.7,43.05,"3,066"
3, 99/09/06,"15,220,069",43.3,43.4,41.4,42.0,"5,426"
4, 99/09/07,"13,424,940",41.0,41.6,40.0,40.05,"6,548"
5, 99/09/08,"9,993,435",38.8,41.8,38.8,41.8,"5,021"
6, 99/09/09,"10,671,339",42.4,43.0,41.9,42.8,"4,293"
7, 99/09/10,"22,809,723",43.95,45.1,43.65,45.0,"8,702"
8, 99/09/13,"8,562,828",44.8,45.2,43.25,45.0,"4,030"
9, 99/09/14,"5,307,186",44.9,45.0,44.05,44.15,"2,910"
10, 99/09/15,"5,577,351",44.05,44.9,43.85,44.65,"2,917"
11, 99/09/16,"6,924,676",44.65,44.75,43.0,43.0,"2,763"
12, 99/09/17,"10,133,726",43.0,44.3,43.0,43.9,"3,844"
13, 99/09/20,"5,189,682",44.1,44.95,44.1,44.75,"3,182"
14, 99/09/21,"11,407,708",45.0,46.2,43.5,43.5,"4,934"
15, 99/09/23,"7,962,527",43.5,43.5,42.5,42.8,"4,623"
16, 99/09/24,"12,249,984",42.2,42.6,41.75,42.6,"5,271"
17, 99/09/27,"5,345,581",43.15,43.7,42.65,42.85,"2,676"
18, 99/09/28,"4,742,116",42.5,42.6,42.0,42.4,"2,190"
19, 99/09/29,"16,866,456",42.35,42.55,41.0,41.25,"8,122"
0, 99/10/01,"6,064,011",40.85,41.45,40.8,41.0,"3,251"
1, 99/10/04,"5,257,897",41.0,41.8,41.0,41.5,"3,246"
2, 99/10/05,"3,947,034",41.85,41.9,40.7,41.0,"2,462"
3, 99/10/06,"4,945,551",41.5,41.7,40.85,40.9,"2,498"
4, 99/10/07,"15,299,400",41.0,41.1,39.9,40.0,"5,263"
5, 99/10/08,"7,894,108",40.0,40.4,39.7,39.8,"3,412"
6, 99/10/11,"11,337,506",40.0,40.2,39.0,39.1,"3,833"
7, 99/10/12,"6,279,016",39.6,39.6,38.8,38.9,"2,823"
8, 99/10/13,"14,792,173",39.1,39.2,37.65,37.8,"5,509"
9, 99/10/14,"7,311,174",38.0,38.75,38.0,38.35,"3,856"
10, 99/10/15,"3,765,987",38.6,38.7,38.25,38.35,"1,984"
11, 99/10/18,"8,048,406",38.5,38.5,37.15,37.6,"3,468"
12, 99/10/19,"5,940,733",37.6,37.6,37.2,37.55,"2,466"
13, 99/10/20,"9,883,287",37.5,39.45,37.2,39.05,"4,054"
14, 99/10/21,"5,666,004",39.0,39.0,38.3,38.5,"3,114"
15, 99/10/22,"7,542,629",38.8,39.65,38.1,39.3,"3,939"
16, 99/10/25,"9,618,567",39.3,41.3,39.0,40.65,"4,679"
17, 99/10/26,"10,183,644",40.95,41.6,40.5,41.55,"4,973"
18, 99/10/27,"7,311,268",42.3,42.5,40.8,41.45,"3,627"
19, 99/10/28,"15,861,739",39.5,42.0,39.5,41.6,"5,696"
0, 99/11/01,"11,521,816",41.35,42.25,41.2,42.1,"4,649"
1, 99/11/02,"13,303,232",42.3,43.0,42.25,42.9,"5,723"
2, 99/11/03,"4,477,740",43.0,43.15,42.25,42.7,"2,538"
3, 99/11/04,"12,328,222",42.9,43.35,42.5,43.3,"4,022"
4, 99/11/05,"7,645,872",43.3,43.5,42.6,43.15,"3,175"
5, 99/11/08,"6,134,494",43.1,43.1,42.0,42.1,"3,382"
6, 99/11/09,"2,912,727",42.1,42.5,42.0,42.0,"1,528"
7, 99/11/10,"4,324,963",42.5,42.5,41.9,42.25,"2,196"
8, 99/11/11,"4,307,527",42.25,43.05,42.2,42.9,"1,915"
9, 99/11/12,"5,851,613",42.9,42.9,42.3,42.5,"2,141"
10, 99/11/15,"3,826,168",42.55,42.55,41.85,42.0,"1,888"
11, 99/11/16,"8,429,270",41.45,41.8,41.1,41.25,"2,834"
12, 99/11/17,"4,653,439",41.05,41.2,40.7,40.95,"2,496"
13, 99/11/18,"4,419,498",41.2,41.55,41.0,41.55,"1,870"
14, 99/11/19,"6,241,396",41.95,42.55,41.9,42.4,"2,377"
15, 99/11/22,"1,581,037",42.4,42.6,42.25,42.25,874
16, 99/11/23,"4,544,758",42.45,42.5,41.1,41.3,"2,159"
17, 99/11/24,"4,414,675",40.9,42.7,40.8,42.4,"2,467"
