,日期,成交股數,開盤價,最高價,最低價,收盤價,成交筆數
0,101/12/18,"20,307,768",17.2,19.8,17.1,19.7,"6,538"
1,101/12/19,"12,642,996",19.7,19.7,18.8,18.85,"4,314"
2,101/12/20,"7,463,077",18.85,18.85,17.9,18.0,"2,614"
3,101/12/21,"4,211,917",18.0,18.35,17.9,18.1,"1,409"
4,101/12/22,"1,654,060",18.2,18.25,17.95,18.0,632
5,101/12/24,"2,665,199",18.0,18.0,17.5,17.55,"1,125"
6,101/12/25,"1,906,468",17.6,18.0,17.6,17.85,751
7,101/12/26,"1,270,005",17.85,17.95,17.7,17.7,522
8,101/12/27,"1,101,417",17.7,17.85,17.65,17.65,421
0,102/01/02,"1,547,859",18.0,18.05,17.8,17.8,609
1,102/01/03,"1,452,598",18.0,18.0,17.75,17.8,537
2,102/01/04,"1,652,826",17.7,17.8,17.55,17.6,661
3,102/01/07,"1,165,823",17.65,17.9,17.6,17.7,396
4,102/01/08,"1,245,649",17.8,17.8,17.5,17.5,458
5,102/01/09,"2,717,966",17.5,18.05,17.45,17.9,998
6,102/01/10,"9,110,984",17.95,18.6,17.85,18.6,"2,787"
7,102/01/11,"5,897,692",18.6,18.85,18.4,18.45,"1,536"
8,102/01/14,"9,119,379",18.6,19.2,18.45,19.1,"2,642"
9,102/01/15,"4,640,402",19.0,19.05,18.6,18.75,"1,626"
10,102/01/16,"2,012,485",18.75,18.75,18.5,18.5,733
11,102/01/17,"4,776,531",18.6,18.8,18.1,18.2,"1,523"
12,102/01/18,"3,029,700",18.45,18.7,18.4,18.7,823
13,102/01/21,"2,826,174",18.7,18.9,18.45,18.8,885
14,102/01/22,"2,447,146",18.8,18.85,18.65,18.75,728
15,102/01/23,"1,716,050",18.85,18.85,18.45,18.6,554
16,102/01/24,"2,630,534",18.45,18.55,18.25,18.4,738
17,102/01/25,"2,223,683",18.3,18.45,18.25,18.4,406
18,102/01/28,"7,975,386",18.5,19.1,18.5,19.1,"1,916"
19,102/01/29,"10,958,178",19.2,19.25,18.85,19.15,"2,912"
20,102/01/30,"5,276,681",19.15,19.25,18.9,18.95,"1,559"
0,102/02/01,"3,521,718",19.15,19.2,19.0,19.05,"1,090"
1,102/02/04,"7,843,934",19.2,19.45,19.15,19.3,"2,172"
2,102/02/05,"3,087,177",19.1,19.2,19.05,19.05,"1,154"
3,102/02/06,"7,919,366",19.0,19.25,18.7,18.8,"2,408"
4,102/02/18,"3,738,598",19.0,19.0,18.35,18.4,"1,263"
5,102/02/19,"2,402,678",18.4,18.55,18.1,18.45,962
6,102/02/20,"3,002,846",18.6,18.65,18.45,18.5,"1,153"
7,102/02/21,"1,690,373",18.5,18.55,18.35,18.4,606
8,102/02/22,"2,515,032",18.4,18.6,18.35,18.5,696
9,102/02/23,"1,474,870",18.6,18.65,18.4,18.5,669
10,102/02/25,"1,901,177",18.45,18.5,18.35,18.35,663
11,102/02/26,"1,434,136",18.2,18.3,18.15,18.2,611
0,102/03/01,"1,173,120",18.3,18.4,18.2,18.2,505
1,102/03/04,"1,763,966",18.1,18.2,17.9,17.95,711
2,102/03/05,"1,376,890",18.1,18.35,18.0,18.2,576
3,102/03/06,"1,141,261",18.25,18.35,18.05,18.05,461
4,102/03/07,"1,730,400",18.05,18.2,18.0,18.1,767
5,102/03/08,"2,056,431",18.2,18.35,18.1,18.2,645
6,102/03/11,"1,838,383",18.2,18.3,18.1,18.15,715
7,102/03/12,"3,122,385",18.2,18.2,17.85,17.85,"1,055"
8,102/03/13,"1,527,000",18.05,18.05,17.85,18.0,515
9,102/03/14,"1,530,627",18.0,18.0,17.75,17.75,560
10,102/03/15,"1,282,267",17.75,17.9,17.7,17.75,468
11,102/03/18,"1,411,048",17.7,17.75,17.5,17.6,526
12,102/03/19,"2,676,332",17.6,17.65,17.4,17.45,942
13,102/03/20,"1,458,185",17.35,17.65,17.3,17.55,433
14,102/03/21,"1,210,510",17.55,17.65,17.5,17.55,307
15,102/03/22,"1,268,730",17.5,17.6,17.4,17.45,456
16,102/03/25,"913,521",17.5,17.55,17.45,17.45,413
17,102/03/26,"1,440,793",17.5,17.5,17.35,17.35,480
18,102/03/27,"1,117,032",17.35,17.45,17.35,17.4,431
19,102/03/28,"852,609",17.45,17.45,17.3,17.4,291
0,102/04/01,"1,375,339",17.4,17.45,17.2,17.2,418
1,102/04/02,"1,480,790",17.2,17.2,17.05,17.05,481
2,102/04/03,"2,073,863",17.2,17.2,17.0,17.1,622
3,102/04/08,"2,042,096",17.0,17.0,16.55,16.55,617
4,102/04/09,"1,451,072",16.5,16.8,16.5,16.5,438
5,102/04/10,"1,076,007",16.5,16.7,16.4,16.5,447
6,102/04/11,"1,042,844",16.65,16.75,16.6,16.65,418
7,102/04/12,"1,194,219",16.8,17.05,16.7,16.8,426
8,102/04/15,"1,157,967",16.8,16.85,16.5,16.5,242
9,102/04/16,"775,760",16.35,16.5,16.3,16.5,287
10,102/04/17,"1,922,108",16.55,16.55,16.3,16.35,614
11,102/04/18,"916,155",16.35,16.45,16.3,16.35,257
12,102/04/19,"1,121,657",16.35,16.5,16.35,16.45,319
13,102/04/22,"1,170,592",16.5,16.75,16.45,16.6,390
14,102/04/23,"744,787",16.6,16.6,16.4,16.4,228
15,102/04/24,"1,022,450",16.5,16.5,16.4,16.4,368
16,102/04/25,"1,152,125",16.4,16.5,16.3,16.3,316
17,102/04/26,"1,210,309",16.3,16.35,16.15,16.15,477
18,102/04/29,"1,231,131",16.2,16.2,15.9,15.95,487
0,102/05/02,"1,318,186",16.1,16.2,16.0,16.05,542
1,102/05/03,"775,023",16.15,16.25,16.0,16.1,301
2,102/05/06,"1,028,210",16.1,16.1,15.9,15.9,387
3,102/05/07,"2,098,548",15.9,16.1,15.85,16.1,476
4,102/05/08,"4,056,690",16.15,16.5,16.0,16.45,"1,060"
5,102/05/09,"2,939,676",16.45,16.6,16.25,16.5,621
6,102/05/10,"3,815,283",16.5,17.0,16.5,17.0,"1,099"
7,102/05/13,"2,766,150",16.95,17.2,16.65,16.7,572
8,102/05/14,"1,174,242",16.7,16.8,16.6,16.6,383
9,102/05/15,"1,344,336",16.65,16.85,16.55,16.75,415
10,102/05/16,"2,304,448",17.0,17.05,16.7,16.85,782
11,102/05/17,"2,227,282",16.85,16.9,16.7,16.7,453
12,102/05/20,"1,427,354",16.7,16.85,16.7,16.75,303
13,102/05/21,"1,687,120",16.7,16.8,16.7,16.7,379
14,102/05/22,"1,535,802",16.9,16.9,16.7,16.75,380
15,102/05/23,"1,496,896",16.7,16.75,16.4,16.4,654
16,102/05/24,"1,144,252",16.45,16.45,16.25,16.3,395
17,102/05/27,"689,212",16.4,16.4,16.3,16.4,354
18,102/05/28,"724,065",16.4,16.45,16.3,16.4,260
19,102/05/29,"1,298,957",16.4,16.5,16.35,16.35,384
20,102/05/30,"1,000,163",16.35,16.4,16.15,16.3,337
0,102/06/03,"912,693",16.7,16.7,16.4,16.5,316
1,102/06/04,"692,300",16.6,16.6,16.35,16.4,281
2,102/06/05,"774,867",16.4,16.5,16.3,16.35,289
3,102/06/06,"766,921",16.35,16.35,16.2,16.25,223
