,日期,成交股數,開盤價,最高價,最低價,收盤價,成交筆數
0, 87/11/27,"651,000",30.7,30.7,30.7,30.7,466
0, 87/12/01,"958,633",30.2,32.1,30.2,32.1,515
1, 87/12/02,"3,234,663",33.0,33.3,32.1,32.4,"1,531"
2, 87/12/03,"1,037,008",32.5,32.7,31.5,31.9,512
3, 87/12/04,"861,003",31.5,32.0,31.5,31.7,422
4, 87/12/07,"1,352,201",32.3,32.4,31.1,31.2,666
5, 87/12/08,"1,307,009",31.1,31.6,30.3,31.6,667
6, 87/12/09,"856,002",31.7,31.8,30.9,31.1,465
7, 87/12/10,"725,813",31.0,31.0,30.3,30.3,470
8, 87/12/11,"475,257",30.4,30.6,30.1,30.3,283
9, 87/12/14,"508,502",30.4,30.8,30.3,30.5,254
10, 87/12/15,"461,805",30.5,30.9,30.2,30.8,203
11, 87/12/16,"653,000",30.8,31.4,30.8,30.8,251
12, 87/12/17,"619,388",30.8,31.0,30.6,31.0,189
13, 87/12/18,"860,100",31.3,31.7,30.8,31.2,319
14, 87/12/19,"976,553",31.2,31.2,30.3,30.7,262
15, 87/12/21,"380,000",30.9,31.0,30.7,30.8,79
16, 87/12/22,"1,546,280",31.0,32.3,30.9,32.0,484
17, 87/12/23,"1,831,010",32.5,33.0,31.3,32.1,431
18, 87/12/24,"684,701",32.1,32.2,31.2,31.4,234
19, 87/12/28,"636,881",31.0,31.0,30.3,30.7,182
20, 87/12/29,"316,200",30.7,30.7,30.2,30.7,90
21, 87/12/30,"237,700",30.5,30.8,30.5,30.5,86
0, 88/01/05,"425,000",30.4,30.4,28.6,28.6,151
1, 88/01/06,"1,103,939",28.3,30.3,28.3,30.1,251
2, 88/01/07,"1,168,881",29.9,31.1,29.6,31.0,242
3, 88/01/08,"1,498,530",29.0,31.9,29.0,30.7,253
4, 88/01/11,"239,000",30.7,30.7,29.7,30.0,92
5, 88/01/12,"946,400",29.6,29.7,29.0,29.0,282
6, 88/01/13,"368,818",29.0,29.2,28.6,28.7,118
7, 88/01/14,"362,400",28.3,28.8,28.0,28.8,168
8, 88/01/15,"719,401",28.5,29.0,28.0,28.5,259
9, 88/01/16,"442,283",28.5,28.9,28.2,28.3,166
10, 88/01/18,"615,000",28.4,28.6,27.5,27.7,190
11, 88/01/19,"351,200",27.2,27.5,26.3,27.0,181
12, 88/01/20,"134,800",26.6,27.0,26.6,26.8,78
13, 88/01/21,"222,580",27.0,27.4,26.9,27.2,95
14, 88/01/22,"178,025",27.0,27.0,26.2,26.6,87
15, 88/01/25,"275,010",26.5,26.5,25.0,25.2,135
16, 88/01/26,"258,000",25.2,25.2,24.3,24.5,121
17, 88/01/27,"572,801",25.0,26.2,24.7,26.2,165
18, 88/01/28,"1,355,900",26.2,27.6,25.6,27.5,411
19, 88/01/29,"129,000",27.0,27.1,26.5,26.5,85
0, 88/02/01,"67,000",26.4,26.8,25.8,26.5,43
1, 88/02/02,"80,301",26.5,26.5,25.6,25.7,51
2, 88/02/03,"185,800",25.5,25.7,25.0,25.3,97
