,日期,成交股數,開盤價,最高價,最低價,收盤價,成交筆數
0, 89/09/11,"781,000",128.0,128.0,117.5,117.5,460
1, 89/09/13,"899,364",119.5,122.5,117.5,122.5,555
2, 89/09/14,"950,232",125.0,125.0,115.5,115.5,544
3, 89/09/15,"959,512",117.5,121.0,110.0,112.0,606
4, 89/09/16,"473,032",107.5,112.0,107.0,110.0,328
5, 89/09/18,"929,000",112.0,117.0,111.5,115.0,495
6, 89/09/19,"1,099,822",117.0,119.5,108.5,113.0,570
7, 89/09/20,"1,138,527",117.5,117.5,109.0,114.0,507
8, 89/09/21,"475,060",114.0,114.0,110.0,110.0,283
9, 89/09/22,"641,717",107.5,108.0,102.5,102.5,385
10, 89/09/25,"617,014",105.0,105.5,99.0,102.5,344
11, 89/09/26,"987,610",103.0,109.5,103.0,109.5,555
12, 89/09/27,"1,258,219",112.0,117.0,111.0,116.5,764
13, 89/09/28,"1,137,989",119.0,119.5,117.0,117.0,627
14, 89/09/29,"912,210",118.0,119.5,109.0,110.0,456
0, 89/10/02,"1,092,000",104.0,105.0,95.5,95.5,595
1, 89/10/03,"1,425,004",89.5,102.0,89.5,100.5,819
2, 89/10/04,"26,100",97.0,97.0,97.0,97.0,21
3, 89/10/05,"859,101",94.0,100.0,94.0,99.0,550
4, 89/10/06,"659,525",100.5,105.5,100.5,105.5,387
5, 89/10/07,"1,304,687",107.0,112.5,107.0,111.0,735
6, 89/10/09,"834,000",111.0,112.0,108.0,108.0,443
7, 89/10/11,"92,713",104.5,104.5,104.5,104.5,77
8, 89/10/12,"1,320,000",97.5,106.0,97.5,104.0,651
9, 89/10/13,"1,042,100",97.0,104.5,97.0,104.0,581
10, 89/10/16,"1,118,521",111.0,111.0,98.0,99.0,723
11, 89/10/17,"973,160",94.0,102.5,94.0,99.0,605
12, 89/10/18,"661,711",99.0,99.0,92.5,92.5,390
13, 89/10/19,"116,271",86.5,86.5,86.5,86.5,44
14, 89/10/20,"2,211,273",92.0,92.5,87.0,91.0,976
15, 89/10/21,"236,102",88.5,89.5,88.0,88.0,159
16, 89/10/23,"123,000",85.0,85.0,85.0,85.0,57
17, 89/10/24,"2,272,805",82.5,90.5,82.5,90.5,924
18, 89/10/25,"1,786,220",90.5,96.5,90.5,96.5,767
19, 89/10/26,"1,166,220",94.0,99.0,93.5,93.5,720
20, 89/10/27,"575,312",95.0,96.0,90.5,90.5,369
21, 89/10/30,"4,010",87.5,87.5,87.5,87.5,4
0, 89/11/01,"302,011",82.0,85.5,82.0,82.0,140
1, 89/11/02,"1,326,012",82.0,87.5,81.5,86.0,673
2, 89/11/03,"1,407,610",90.5,90.5,84.0,87.0,655
3, 89/11/04,"621,010",88.5,89.0,84.0,84.0,311
4, 89/11/06,"466,000",82.5,86.5,82.0,84.0,268
5, 89/11/07,"1,120,061",82.0,89.5,82.0,89.5,572
6, 89/11/08,"1,076,990",90.0,95.5,90.0,95.5,448
7, 89/11/09,"1,022,107",95.0,98.0,90.5,97.0,517
8, 89/11/10,"2,091,013",95.0,99.0,90.5,90.5,928
9, 89/11/13,"232,668",84.5,84.5,84.5,84.5,136
10, 89/11/14,"1,630,018",84.5,87.0,81.5,84.5,714
11, 89/11/15,"876,200",89.0,89.0,82.5,83.5,579
12, 89/11/16,"505,060",82.5,84.5,80.0,81.0,346
13, 89/11/17,"420,110",76.0,82.0,76.0,81.0,327
14, 89/11/18,"541,616",82.5,83.5,80.0,82.0,343
15, 89/11/20,"414,000",81.0,81.5,77.0,77.5,233
16, 89/11/21,"873,265",77.0,82.5,77.0,82.5,586
17, 89/11/22,"1,093,101",84.0,86.0,82.0,82.5,578
18, 89/11/23,"437,010",81.5,82.0,80.0,81.5,245
19, 89/11/24,"1,048,010",84.0,85.0,82.5,84.5,591
20, 89/11/27,"1,031,020",85.5,88.0,85.0,86.5,587
21, 89/11/28,"329,012",86.0,86.0,83.5,83.5,206
22, 89/11/29,"707,022",81.5,82.0,81.0,81.0,278
0, 89/12/01,"761,711",76.5,79.5,76.5,79.5,434
1, 89/12/02,"400,467",80.0,80.5,77.5,77.5,269
2, 89/12/04,"352,000",77.0,77.5,75.0,75.0,223
3, 89/12/05,"653,427",72.5,75.0,72.5,72.5,362
4, 89/12/06,"1,915,450",77.5,77.5,74.5,75.0,691
5, 89/12/07,"1,167,522",73.0,74.5,72.5,72.5,412
6, 89/12/08,"713,778",71.0,72.5,70.0,70.0,326
7, 89/12/11,"251,595",71.0,71.0,68.0,68.0,129
8, 89/12/12,"2,124,400",67.0,70.0,66.5,70.0,908
9, 89/12/13,"1,286,900",70.0,70.0,68.0,68.0,424
10, 89/12/14,"767,233",66.0,66.5,66.0,66.0,196
11, 89/12/15,"90,000",64.0,64.0,64.0,64.0,39
12, 89/12/16,"41,070",62.0,62.0,62.0,62.0,28
13, 89/12/18,"46,000",60.0,60.0,60.0,60.0,16
14, 89/12/19,"110,000",58.0,58.0,58.0,58.0,23
