,日期,成交股數,開盤價,最高價,最低價,收盤價,成交筆數
0, 87/07/02,"17,227,036",69.5,71.5,68.5,71.5,"4,222"
1, 87/07/03,"20,035,000",72.5,74.0,71.5,72.0,"5,137"
2, 87/07/04,"35,290,000",73.0,77.0,73.0,77.0,"8,500"
3, 87/07/06,"48,926,000",70.5,71.0,69.5,70.0,"13,484"
4, 87/07/07,"25,956,906",70.0,70.0,68.0,70.0,"7,888"
5, 87/07/08,"41,721,411",70.0,73.5,70.0,72.0,"10,458"
6, 87/07/09,"37,939,090",73.0,74.0,70.0,70.0,"11,593"
7, 87/07/10,"20,310,754",69.5,71.0,68.0,71.0,"6,224"
8, 87/07/13,"17,354,130",70.0,71.5,69.5,70.5,"5,171"
9, 87/07/14,"35,271,214",72.5,73.5,71.0,71.5,"9,281"
10, 87/07/15,"49,953,419",72.5,74.5,72.0,74.5,"12,734"
11, 87/07/16,"45,165,396",75.5,76.0,74.0,75.0,"11,882"
12, 87/07/17,"33,055,700",76.0,76.0,74.0,75.5,"8,639"
13, 87/07/18,"34,531,030",75.5,77.5,74.5,75.0,"10,039"
14, 87/07/20,"19,218,000",74.0,74.5,73.5,73.5,"5,642"
15, 87/07/21,"18,568,229",73.5,75.0,72.0,72.0,"6,110"
16, 87/07/22,"43,758,430",70.0,71.0,69.0,71.0,"11,715"
17, 87/07/23,"13,788,609",70.0,71.5,70.0,70.0,"4,563"
18, 87/07/24,"19,963,083",68.5,72.5,68.5,72.5,"6,755"
19, 87/07/27,"13,998,048",73.0,73.0,71.0,71.5,"4,408"
20, 87/07/28,"18,185,600",72.0,72.5,70.5,72.0,"5,465"
21, 87/07/29,"25,042,166",72.0,73.0,70.0,71.0,"6,578"
22, 87/07/30,"9,185,889",71.5,71.5,70.5,71.0,"2,967"
0, 87/08/01,"10,468,076",70.5,71.5,70.0,71.0,"3,244"
1, 87/08/03,"20,700,000",72.0,73.5,70.5,73.0,"5,170"
2, 87/08/04,"53,468,901",73.5,75.0,72.0,72.5,"14,224"
3, 87/08/05,"17,539,007",71.5,72.5,71.0,72.0,"5,630"
4, 87/08/06,"14,256,419",73.0,73.0,70.5,71.0,"4,461"
5, 87/08/07,"10,924,844",71.5,72.0,70.0,71.0,"3,762"
6, 87/08/10,"22,181,621",71.0,71.0,66.5,66.5,"7,584"
7, 87/08/11,"22,659,389",66.0,68.0,65.0,67.5,"7,201"
8, 87/08/12,"14,096,760",66.0,67.5,65.0,67.5,"4,152"
9, 87/08/13,"11,983,199",68.5,69.0,67.0,67.0,"3,948"
10, 87/08/14,"8,805,545",67.0,67.0,65.0,66.0,"3,175"
11, 87/08/15,"4,904,926",66.0,67.0,65.5,66.5,"1,855"
12, 87/08/17,"13,563,000",66.5,66.5,62.0,63.0,"4,269"
13, 87/08/18,"25,151,108",62.5,63.0,59.0,62.5,"7,264"
14, 87/08/19,"17,864,129",64.0,65.5,63.5,65.0,"5,276"
15, 87/08/20,"8,720,904",65.0,65.0,63.5,64.0,"2,828"
16, 87/08/21,"8,195,293",64.0,64.0,62.5,62.5,"2,950"
17, 87/08/24,"14,014,050",61.0,61.0,59.5,59.5,"4,608"
18, 87/08/25,"20,643,551",59.5,62.5,59.0,62.5,"5,904"
19, 87/08/26,"18,191,535",64.0,64.5,62.0,62.5,"5,684"
20, 87/08/27,"24,740,050",61.0,65.0,60.5,64.5,"6,934"
21, 87/08/28,"20,110,516",62.0,65.0,61.5,62.5,"5,993"
