,日期,成交股數,開盤價,最高價,最低價,收盤價,成交筆數
0, 87/07/02,"25,725,875",64.5,67.0,64.0,67.0,"6,927"
1, 87/07/03,"27,593,776",67.0,69.0,66.5,68.5,"7,802"
2, 87/07/04,"17,476,589",69.0,69.5,67.5,68.5,"5,356"
3, 87/07/06,"31,891,000",68.5,71.5,68.5,70.5,"6,382"
4, 87/07/07,"15,561,681",71.0,71.0,68.5,70.5,"4,327"
5, 87/07/08,"19,462,935",71.0,73.0,71.0,72.5,"5,614"
6, 87/07/09,"18,162,441",74.0,74.0,71.0,71.0,"5,690"
7, 87/07/10,"9,134,380",70.0,72.0,69.0,72.0,"3,318"
8, 87/07/13,"5,946,603",70.0,71.0,70.0,70.0,"2,166"
9, 87/07/14,"8,619,436",71.0,72.0,70.0,70.0,"2,949"
10, 87/07/15,"11,751,526",71.0,71.5,70.0,71.5,"3,676"
11, 87/07/16,"15,777,182",72.0,72.5,70.5,71.5,"5,163"
12, 87/07/17,"21,514,305",72.0,73.0,71.5,71.5,"6,366"
13, 87/07/18,"17,084,829",72.0,73.0,71.0,71.0,"5,552"
14, 87/07/20,"14,968,000",70.0,70.0,68.5,68.5,"5,097"
15, 87/07/21,"14,732,317",68.5,69.5,67.0,67.0,"5,125"
16, 87/07/22,"14,779,198",65.5,68.0,65.5,68.0,"5,253"
17, 87/07/23,"8,953,030",67.0,67.5,66.5,66.5,"2,980"
18, 87/07/24,"12,345,582",65.0,68.5,65.0,68.5,"4,070"
19, 87/07/27,"25,462,568",69.0,71.0,69.0,70.5,"7,504"
20, 87/07/28,"32,011,752",71.0,71.5,67.5,67.5,"9,600"
21, 87/07/29,"21,761,972",66.0,67.0,65.0,66.5,"6,158"
22, 87/07/30,"8,571,312",66.5,67.0,65.5,66.0,"3,094"
0, 87/08/01,"76,775,101",65.5,67.0,61.0,61.0,"17,465"
1, 87/08/03,"61,375,000",61.5,63.0,59.0,63.0,"14,484"
2, 87/08/04,"17,304,706",62.0,63.0,61.5,62.0,"5,438"
3, 87/08/05,"13,391,159",61.0,62.0,60.5,62.0,"3,730"
4, 87/08/06,"17,361,169",63.0,64.0,62.5,63.0,"5,821"
5, 87/08/07,"13,829,242",64.0,64.0,62.5,64.0,"4,051"
6, 87/08/10,"11,091,503",64.0,64.5,62.5,62.5,"3,539"
7, 87/08/11,"9,356,815",62.5,63.5,62.5,63.0,"2,810"
8, 87/08/12,"7,640,443",62.0,63.5,61.5,63.5,"2,548"
9, 87/08/13,"11,813,525",64.0,65.0,63.5,63.5,"3,428"
10, 87/08/14,"5,237,605",63.0,64.0,62.5,63.5,"1,791"
