,日期,成交股數,開盤價,最高價,最低價,收盤價,成交筆數
0, 99/12/13,"8,664,000",130.0,149.0,130.0,138.0,"4,440"
1, 99/12/14,"5,948,000",138.0,157.5,136.5,156.0,"3,543"
2, 99/12/15,"2,453,000",153.0,154.0,146.0,151.0,"1,665"
3, 99/12/16,"1,764,000",150.0,154.0,145.5,148.0,"1,126"
4, 99/12/17,"2,348,000",150.0,155.0,148.5,149.5,"1,605"
5, 99/12/20,"3,335,210",151.0,157.0,151.0,156.0,"1,945"
6, 99/12/21,"2,047,790",158.0,161.0,152.0,152.5,"1,360"
7, 99/12/22,"2,498,260",153.0,153.0,142.5,150.0,"1,643"
8, 99/12/23,"4,255,500",151.0,160.5,146.5,157.0,"2,452"
9, 99/12/24,"3,052,000",157.0,164.5,155.0,162.5,"2,028"
10, 99/12/27,"1,828,012",164.0,166.0,161.0,163.0,"1,272"
11, 99/12/28,"1,821,230",163.0,163.0,153.5,156.0,"1,299"
12, 99/12/29,"1,581,410",152.5,154.5,148.0,148.0,"1,048"
13, 99/12/30,"849,066",148.0,153.0,148.0,151.5,602
0,100/01/03,"1,333,490",150.0,150.0,142.0,144.0,851
1,100/01/04,"887,500",147.5,149.5,145.5,148.0,627
2,100/01/05,"2,083,990",149.5,158.0,149.5,155.5,"1,434"
3,100/01/06,"1,571,876",155.0,159.5,153.0,159.0,926
4,100/01/07,"959,416",160.0,160.0,151.5,152.0,664
5,100/01/10,"441,126",152.0,153.5,150.0,150.0,286
6,100/01/11,"506,000",151.0,151.5,149.5,150.5,339
7,100/01/12,"588,000",150.5,153.0,150.0,150.0,468
8,100/01/13,"814,100",151.0,152.0,146.0,147.0,552
9,100/01/14,"545,130",147.0,150.0,146.0,148.5,377
10,100/01/17,"388,500",149.0,149.5,145.0,145.0,289
11,100/01/18,"320,353",146.0,148.5,146.0,148.0,238
12,100/01/19,"867,000",150.0,150.5,146.5,149.5,605
13,100/01/20,"478,100",149.0,151.0,148.0,150.0,303
14,100/01/21,"763,625",148.5,149.0,145.0,147.0,517
15,100/01/24,"498,500",147.0,147.0,142.5,142.5,362
16,100/01/25,"999,236",142.5,144.5,139.0,139.5,630
17,100/01/26,"625,050",139.5,141.5,137.0,139.0,400
18,100/01/27,"727,100",140.0,145.5,140.0,143.0,511
0,100/02/08,"2,532,030",146.0,154.0,145.0,154.0,"1,237"
1,100/02/09,"1,446,230",153.0,157.0,151.5,155.5,878
2,100/02/10,"625,100",155.5,155.5,150.0,151.0,375
3,100/02/11,"1,878,000",151.5,156.5,151.5,155.0,"1,186"
4,100/02/14,"1,515,994",155.0,161.0,152.5,160.5,917
5,100/02/15,"1,115,899",161.5,163.5,159.0,162.0,704
6,100/02/16,"550,210",162.0,162.0,157.0,157.0,403
7,100/02/17,"410,000",158.5,159.0,156.0,158.0,312
8,100/02/18,"338,106",158.0,158.5,156.5,158.5,201
9,100/02/21,"240,004",158.0,160.0,157.0,160.0,164
10,100/02/22,"454,000",160.0,160.0,154.5,155.0,258
11,100/02/23,"554,120",158.0,159.0,150.0,150.0,293
12,100/02/24,"171,001",150.0,152.0,150.0,150.5,104
0,100/03/01,"821,369",156.0,161.0,155.0,161.0,485
1,100/03/02,"431,070",160.5,160.5,156.5,158.0,255
2,100/03/03,"1,012,100",159.0,163.0,158.0,159.5,636
3,100/03/04,"319,001",160.5,161.0,158.0,159.0,195
4,100/03/07,"374,052",159.0,162.5,159.0,161.0,196
5,100/03/08,"1,610,330",162.0,172.0,160.0,172.0,915
6,100/03/09,"1,232,204",174.0,175.0,170.0,175.0,733
7,100/03/10,"867,106",173.5,179.0,173.0,176.0,562
8,100/03/11,"752,210",173.0,178.0,171.5,176.0,447
9,100/03/14,"1,486,100",180.0,188.0,173.0,188.0,737
10,100/03/15,"1,512,005",189.5,193.0,175.0,176.0,886
11,100/03/16,"1,191,335",179.0,186.0,174.0,179.0,801
12,100/03/17,"756,000",166.5,182.5,166.5,181.0,498
13,100/03/18,"612,000",182.0,184.0,176.0,184.0,373
14,100/03/21,"699,000",184.0,192.0,181.5,189.0,498
15,100/03/22,"590,210",190.0,192.0,185.5,190.5,423
16,100/03/23,"1,105,090",188.5,189.0,180.5,184.5,749
17,100/03/24,"403,000",186.0,186.0,180.0,185.0,204
18,100/03/25,"316,000",182.5,182.5,178.5,180.0,232
19,100/03/28,"267,064",180.0,184.5,178.5,184.5,171
20,100/03/29,"397,010",182.0,183.0,180.5,181.5,162
21,100/03/30,"581,699",181.5,188.0,180.5,187.5,373
0,100/04/01,"592,055",194.0,198.0,190.5,190.5,443
1,100/04/06,"941,150",190.5,203.0,190.5,199.5,617
2,100/04/07,"1,272,267",200.0,204.0,197.0,202.0,775
3,100/04/08,"952,820",204.0,212.0,200.5,207.0,658
4,100/04/11,"1,256,146",210.0,220.0,205.0,215.0,838
5,100/04/12,"1,522,101",214.5,214.5,204.0,210.5,"1,241"
6,100/04/13,"1,249,150",203.0,213.0,202.0,212.5,919
7,100/04/14,"1,059,700",211.0,212.5,206.0,209.0,824
8,100/04/15,"653,600",210.0,212.5,206.5,207.0,510
9,100/04/18,"430,069",207.0,209.0,204.0,208.5,383
10,100/04/19,"413,100",203.0,207.0,203.0,204.0,361
11,100/04/20,"1,001,217",204.0,212.5,204.0,204.0,750
12,100/04/21,"1,736,527",206.0,218.0,206.0,218.0,"1,071"
13,100/04/22,"895,010",218.0,220.0,216.0,219.5,694
14,100/04/25,"938,200",220.0,223.0,213.5,219.5,705
15,100/04/26,"355,000",216.0,220.0,216.0,216.5,317
16,100/04/27,"956,000",218.0,226.0,217.0,221.0,724
17,100/04/28,"1,129,268",224.0,232.5,222.0,229.0,876
0,100/05/03,"541,010",221.5,224.0,209.5,213.0,455
1,100/05/04,"799,001",213.0,223.0,210.0,223.0,621
2,100/05/05,"1,477,010",225.0,233.5,220.0,227.5,"1,038"
3,100/05/06,"1,143,140",227.0,233.0,217.0,224.0,830
4,100/05/09,"865,777",224.0,227.0,215.0,219.5,706
5,100/05/10,"1,287,115",226.0,232.0,225.0,232.0,933
6,100/05/11,"1,171,561",235.5,240.0,229.0,237.0,929
7,100/05/12,"707,280",235.0,246.0,232.0,244.0,611
8,100/05/13,"1,225,650",244.0,249.5,232.0,235.5,"1,097"
9,100/05/16,"597,754",232.0,245.0,232.0,238.0,502
10,100/05/17,"688,683",236.5,240.0,233.0,235.0,573
11,100/05/18,"342,061",234.5,241.0,233.5,240.0,288
12,100/05/19,"560,089",242.0,245.0,240.0,240.0,504
13,100/05/20,"312,051",240.0,244.5,238.0,238.0,276
14,100/05/23,"683,101",233.0,238.0,228.0,230.0,594
15,100/05/24,"2,362,010",228.0,232.0,214.5,229.5,"1,687"
16,100/05/25,"899,407",229.0,240.0,228.0,239.0,703
17,100/05/26,"1,251,136",240.0,248.5,240.0,248.5,977
18,100/05/27,"2,508,468",250.0,265.5,250.0,265.5,995
19,100/05/30,"849,112",265.5,272.0,261.0,261.5,734
0,100/06/01,"960,025",268.0,272.0,260.0,261.5,797
1,100/06/02,"1,268,200",257.0,265.0,255.0,255.0,911
2,100/06/03,"664,764",258.0,258.0,251.0,251.5,575
3,100/06/07,"744,201",252.0,264.5,252.0,262.0,656
4,100/06/08,"589,767",265.0,265.0,252.0,255.0,568
5,100/06/09,"1,396,835",259.0,259.0,245.0,249.0,"1,196"
6,100/06/10,"718,003",251.0,255.0,240.0,240.0,577
7,100/06/13,"2,312,989",235.0,236.0,223.5,224.0,"1,493"
8,100/06/14,"11,801,816",215.5,235.0,215.5,232.5,859
