,日期,成交股數,開盤價,最高價,最低價,收盤價,成交筆數
0, 92/07/01,"7,845,584",72.0,74.0,72.0,74.0,"2,685"
1, 92/07/02,"14,327,276",75.0,77.0,73.5,75.5,"4,873"
2, 92/07/03,"15,540,628",77.5,79.0,76.0,77.0,"4,787"
3, 92/07/04,"21,152,517",77.5,82.0,77.0,82.0,"6,237"
4, 92/07/07,"20,589,248",84.0,87.5,83.5,87.5,"4,730"
5, 92/07/08,"17,707,886",88.0,89.0,86.0,89.0,"5,030"
6, 92/07/09,"17,725,000",89.0,93.0,89.0,89.5,"4,400"
7, 92/07/10,"18,948,000",89.5,89.5,86.5,88.5,"4,840"
8, 92/07/11,"19,198,000",77.5,80.0,77.5,79.0,"6,332"
9, 92/07/14,"16,318,079",79.0,83.5,79.0,82.0,"5,256"
10, 92/07/15,"9,064,556",82.0,82.5,80.0,80.0,"3,711"
11, 92/07/16,"11,114,166",80.0,81.5,79.0,80.0,"3,856"
12, 92/07/17,"8,061,849",80.0,80.0,78.0,78.5,"2,929"
13, 92/07/18,"11,101,555",78.0,79.5,77.0,79.0,"2,875"
14, 92/07/21,"7,376,625",79.0,81.0,78.0,78.0,"2,428"
15, 92/07/22,"8,788,088",78.0,80.0,77.5,80.0,"2,367"
16, 92/07/23,"14,135,157",80.0,83.0,80.0,81.5,"4,537"
17, 92/07/24,"20,545,837",81.5,84.5,81.5,84.0,"5,611"
18, 92/07/25,"23,246,727",84.0,89.0,83.0,87.5,"6,911"
19, 92/07/28,"14,621,875",88.0,90.0,85.5,86.0,"4,298"
20, 92/07/29,"8,101,239",86.0,86.0,82.5,82.5,"3,077"
21, 92/07/30,"9,128,296",82.5,83.0,80.5,82.0,"2,841"
0, 92/08/01,"14,595,539",81.0,86.0,81.0,85.0,"4,579"
1, 92/08/04,"5,517,653",85.0,85.0,83.0,84.5,"1,686"
2, 92/08/05,"10,740,622",84.5,85.0,82.0,83.0,"2,914"
3, 92/08/06,"7,918,391",82.0,82.5,81.0,81.5,"1,970"
4, 92/08/07,"7,757,826",81.5,82.0,80.0,81.0,"2,374"
5, 92/08/08,"13,194,043",81.0,84.0,80.5,82.5,"4,065"
6, 92/08/11,"9,852,757",82.5,84.5,81.5,84.0,"2,699"
7, 92/08/12,"8,794,460",84.0,85.5,83.5,84.5,"2,539"
8, 92/08/13,"17,769,880",84.5,87.5,84.5,86.5,"5,021"
9, 92/08/14,"18,309,967",86.5,86.5,84.5,85.5,"3,427"
10, 92/08/15,"13,093,969",85.5,87.0,83.5,84.0,"3,794"
11, 92/08/18,"7,916,902",84.0,85.0,83.0,83.5,"2,402"
12, 92/08/19,"26,909,421",83.5,87.5,83.5,86.5,"6,948"
13, 92/08/20,"25,695,582",86.5,90.0,86.0,88.5,"7,261"
14, 92/08/21,"16,053,833",88.5,90.0,87.0,89.0,"4,338"
15, 92/08/22,"12,900,578",89.0,90.0,88.0,89.0,"3,626"
16, 92/08/25,"7,728,678",89.0,89.0,86.5,88.5,"2,288"
17, 92/08/26,"15,137,413",86.0,86.0,82.5,82.5,"6,019"
18, 92/08/27,"19,511,178",82.5,84.5,82.5,84.0,"4,706"
19, 92/08/28,"9,038,597",84.0,84.5,83.0,84.0,"2,211"
0, 92/09/01,"5,729,548",84.5,84.5,83.0,83.5,"1,881"
1, 92/09/02,"4,022,194",83.0,83.5,82.5,83.0,"1,748"
2, 92/09/03,"8,632,457",83.0,84.5,82.5,82.5,"3,229"
3, 92/09/04,"4,719,761",82.5,82.5,81.5,81.5,"1,844"
4, 92/09/05,"6,982,998",81.5,83.5,81.5,82.0,"2,287"
5, 92/09/08,"7,321,607",82.0,84.0,81.5,82.5,"2,256"
6, 92/09/09,"15,688,343",82.5,85.0,82.5,84.0,"4,028"
7, 92/09/10,"7,707,423",83.5,83.5,82.0,82.5,"3,225"
8, 92/09/12,"25,486,086",82.5,87.0,82.0,86.5,"7,634"
9, 92/09/15,"13,823,455",86.5,87.5,85.5,87.0,"4,481"
10, 92/09/16,"23,401,571",87.0,89.5,86.5,88.5,"6,424"
11, 92/09/17,"17,746,429",88.5,89.5,87.5,88.0,"3,883"
12, 92/09/18,"6,083,336",88.0,88.0,86.5,87.5,"2,673"
13, 92/09/19,"12,101,096",87.5,88.5,87.0,87.5,"3,032"
14, 92/09/22,"11,294,944",87.0,87.0,84.5,85.5,"2,948"
15, 92/09/23,"8,067,348",84.5,85.0,83.5,84.5,"2,192"
16, 92/09/24,"14,264,232",84.5,86.0,83.5,86.0,"3,296"
17, 92/09/25,"10,164,185",82.5,84.0,82.5,84.0,"3,383"
18, 92/09/26,"10,695,901",82.5,84.0,82.0,83.0,"3,508"
